region_id,la,region,acc,name,address,contact,email,or,rate,perf,no,,perf_model
2,,II,02-001-22-LW-1,SANTIAGO WATER DISTRICT WATER LABORATORY ,SANWAD Water Treatment Plant Mabini Santiago Isabela,09175547722 / (78) 3051131,sanwadwaterlab@yahoo.com,5060483,0,EXCELLENT,WMTL-PT-22-02015,,E
3,,III,03-003-2224-LW-2,AMEER DIAGNOSTIC LABORATORY,"A. Mabini Street, Mojon, Malolos City, Bulacan",0925-5255504 /09228852062 (044) 7986332,ameerdtl_lab@yahoo.com,5048377,0,EXCELLENT,WMTL-PT-22-03016,,E
3,,III,03-0249-21-143-2,ANGELES UNIVERSITY FOUNDATION MEDICAL CENTER,"Mc Arthur Highway, Angeles City, Pampanga",045-625-2924 loc. 2422,aufmc_capalu@hotmail.com*,5011681,0,EXCELLENT,WMTL-PT-22-03017,,E
3,,III,03-003-21-LW-1,CABANATUAN CITY WATER DISTRICT WATER TESTING LABORATORY,"Maharlika Road Dicarma District, Cabanatuan City, Nueva Ecija",0922-8863795 / (044) 4631646 loc 505,ccwdwaterlab@gmail.com,5009594,0,EXCELLENT,WMTL-PT-22-03018,,E
3,,III,03-001-21-LW-2,CLARK WATER CORPORATION,"Depot 1901, Bicentennial Hill Clark Freeport Zone, Clarkfield, Pampanga",0999447740/ 09163201425,al-shaimah.alonto@clarkwater.com,5042449,0,EXCELLENT,WMTL-PT-22-03019,,E
3,,III,03-001-20-LW-2,CRL ENVIRONMENTAL CORPORATION,"Bldg. 2 Berthaphil Compound 1, Berthaphil, Inc. Industrial Park, Jose Abad Santos Ave. Clark Freeport Zone, Pampanga",045-599-3943,crl@crllabs.com,5013429,0,EXCELLENT,WMTL-PT-22-03020,,E
3,,III,03-002-19-LW-2,DIASERV LABORATORY WATER TESTING SERVICES,"Pinmara Square Building, Mac Arthur Highway, Sindalan, City of San Fernando, Pampanga",(045) 455-4984/ 09063643265,diaserv2000@gmail.com,5006736,0,EXCELLENT,WMTL-PT-22-03021,,E
3,,III,03-002-21-LW-2,ECHEM ENVIRONMENTAL TESTING LABORATORY CORPORATION,"Blk 22 Lot 6A Golden Sun 999 Industrial Park, Quezon Road, San Pablo Libertad San Simon, Pampanga",0917-1642944 / (045) 435-2795,echemenvironmental@gmail.com,5049807,2,ACCEPTABLE,WMTL-PT-22-03022,,A
3,,III,03-002-20-LW-2,F.A.S.T Laboratories- Clark,SNB BUILDING 717 MAGALANG RD. PANDAN,(045) 304-4252/ (045) 304-4254/ 09176214045,fastlabclark@gmail.com,5012271,2,ACCEPTABLE,WMTL-PT-22-03023,,A
3,,III,03-006-1921-LW-2,GLOBAL ELIXIR WATER LABORATORY CENTER/ AQUA LAB CENTER - PAMPANGA,477 Mc Arthur Highway Brgy. San Jose San Fernando Pampanga,9338673880,alcmayon@yahoo.com,5011955,0,EXCELLENT,WMTL-PT-22-03024,,E
4,,IV-A,4A-0002-2224-LW-2,LEADSERV ANALYTICAL LABORATORY,"Lucena Diversion Road, Maharlika Highway, Brgy. Mayowe, City of Tayabas, Quezon",9190847109,contact@leadservlab@yahoo.com,FOC,0,EXCELLENT,WMTL-PT-22-4A025,,E
3,,III,03-001-2123-LW-2,OPHIR GENPRIME LABORATORIES CO. LTD.,"3rd Floor EPL Building General Luna St., Babo Sacan",09171733934 / (845) 457 3183,ophir.genprime.lab@gmail.com,5005601,0,EXCELLENT,WMTL-PT-22-03026,,E
3,,III,03-005-21-LW-2,"PRECISIONE INTERNATIONAL RESEARCH & DIAGNOSTIC LABORATORY, INC.","San Jose- Marilao road, Sta Rosa 1",09611907074/ (02) 8433033 local 184 and 188,mvgalang@precisionelab.com,5010423,0,EXCELLENT,WMTL-PT-22-03027,,E
3,,III,03-001-19-LW-2,SUBIC WATER FREEPORT WATER LABORATORY,"BLD. 1855 Binictican, Subic Bay Freeport Zone",0917-1499183 / 252-1122 loc 101,julie.sapit@subicwater.com.ph,5020273,0,EXCELLENT,WMTL-PT-22-03028,,E
3,,III,03-004-2224-LW-1,TARLAC CITY WATER DISTRICT WATER LABORATORY,"Sta. Rosa Road, Brgy. Maliwalo, Tarlac City",0923-561-0488/ (045)4913637,tcwdwaterlab.primewatercorp@gmail.com,5067625,0`,EXCELLENT,WMTL-PT-22-03029,,E
3,,III,03-0222-22-H3-1,TARLAC PROVINCIAL HOSPITAL - LABORATORY,"Hospital Drive San Vicente, Tarlac City, Tarlac",0920-867-2481/0908-890-7879/ (045) 491-8970 loc 255,laboratorytph@yahoo.com,5065316,0`,EXCELLENT,WMTL-PT-22-03030,,E
4,,IV-A,4A-002-1921-LW-2,"AQUALAB ANALYTICAL SERVICES, INC.","Blk 39 Lot 1 Green Estate Phase 3 Malagasang I-G, Imus, Cavite",0919-087-4880/ (046) 6863704,info@aqualabph.com,5006311,0,EXCELLENT,WMTL-PT-22-4A031,,E
4,,IV-A,4A-0005-2022-LW-1,BATANGAS CITY WATER DISTRICT LABORATORY (JOINT VENTURE WITH PRIMEWATER INFRASTRUCTURE CORP.),"Km 4 National Highway, Alangilan, Batangas City, Batangas",0998-5903497 / (043) 723-4330,bcwd_lab@yahoo.com.ph,5060466,0,EXCELLENT,WMTL-PT-22-4A032,,E
4,,IV-A,4A-0003-1820-LW-1,CALAMBA WATER DISTRICT,"St. Angela St. Lakeview Subd. Brgy. Halang, Calamba City, Calamba, Laguna",0917-5366100 / (049) 545-2863 loc 118,calambawaterdistrict@yahoo.com,5051695,0,EXCELLENT,WMTL-PT-22-4A033,,E
4,,IV-A,4A-0003-2022-LW-1,CARMONA WATER LABORATORY,"252 San Jose St. Brgy. 2 Carmona, Cavite",09983532981/ 09189253901,mho.carmona@gmail.com,5069068,1,HIGHLY SATISFACTORY,WMTL-PT-22-4A034,,HS
4,,IV-A,4A-0003-1921-LW-2,"COCA-COLA BEVERAGES PHILIPPINES, INC. (CENTRAL LABORATORY SERVICES)","Gate 5 Coca-Cola Beverages Philippines, Inc., Sta. Rosa Plant 1, Brgy Pulong-Sta. Cruz, Sta. Rosa City, Laguna ",0999-9546945 / (02) 866-2433,ann.baclay@coca-cola.com.ph ,5059078,0,EXCELLENT,WMTL-PT-22-4A035,,E
4,,IV-A,4A-0007-2022-LW-1,DASMARIÑAS WATER DISTRICT WATER TESTING LABORATORY,"Camerino Avenue, City of Dasmariñas, Cavite",0947-6409186 / (046) 4161236 loc 188 / (046) 4193998,dwdwaterlab@gmail.com,5065798,0,EXCELLENT,WMTL-PT-22-4A036,,E
4,,IV-A,4A-0004-1921-LW-2,F.A.S.T LABORATORIES - CALAMBA,"Allied Concrete Bldg. KM 54 Makiling, Calamba, Laguna",0917-5234365 / (049) 508-7138 / 5026520,fastlabcalamba@gmail.com,5012270,1,HIGHLY SATISFACTORY,WMTL-PT-22-4A037,,HS
4,,IV-A,4A-0003-224-LW-2,FIEL LABORATORIES AND ENTERPRISE," New Diversion Road, Banaba, San Pascual, Batangas (NEW ADDRESS) ",0917-4634927,bauanfiellaboratory@gmail.com,5061276,0,EXCELLENT,WMTL-PT-22-4A038,,E
4,,IV-A,WTLPT-144A0044,LAGUNA PROVINCIAL HEALTH OFFICE WATER TESTING LABORATORY,"J. De Leon Street, Santa Cruz, Laguna",0922-3092350 / (049) 501-1630,rabdtrinidad@yahoo.com,5019495,0,EXCELLENT,WMTL-PT-22-4A039,,E
4,,IV-A,N/A (Company Laboratory for Internal Testing. Applied for PT for certification purposes),LIWAYWAY MARKETING CORPORATION,"CBI Complex, KM 23 Aguinaldo Highway, Anabu 1D, Imus, Cavite",(046) 471-4871,qcmicrolab@oishi.com.ph,5129910,0,EXCELLENT,WMTL-PT-22-4A040,,E
4,,IV-A,04A-0006-2123-LW-1,METRO LIPA WATER DISTRICT LABORATORY,"Brgy. Balintawak, Lipa City, Batangas",0917-1370016 / (043) 756-6972,aidaamplaton@yahoo.com,5062594,0,EXCELLENT,WMTL-PT-22-4A041,,E
4,,IV-A,4A-005-1820-LW-2,"OPTIMAL LABORATORIES, INC","Purok 1, Brgy. Balintawak. Lipa",0917-7147928 / (043) 981-3992,documentcontrol@hotmail.com dcc@optimallabinc.com.ph,5007950,0,EXCELLENT,WMTL-PT-22-4A042,,E
4,,IV-A,4A-0004-2123-LW-2,"OSTREA MINERAL LABORATORIES, INC.","Brgy. Road, BO. Mamplasan Biñan, Laguna ",0917-8703393 / 02-8899058,mcfreferente@ostrealabs.com.ph,5066470,1,HIGHLY SATISFACTORY,WMTL-PT-22-4A043,,HS
4,,IV-A,4A-005-2022-LW-2,SCIENTIA TECH COMPANY,"2nd floor 264-269 DJ HUB Sumulong, Sumulong Highway, Sitio Ruhat, Brgy. Mambugan, Antipolo, Rizal",09564383010 / 0916646744 / 0285842241,scientia.tech.co@gmail.com,5010425,0,EXCELLENT,WMTL-PT-22-4A044,,E
4,,IV-A,,SPC Microtech Analytical and Testing Laboratory,"618 Alvarez St., Brgy San Jose Malamig, San Pablo City, Laguna",0919-0834359 / 09272077865,archie.bello@spcmicrotech.com,5128496,0,EXCELLENT,WMTL-PT-22-4A045,,E
4,,IV-A,,"TECHNOPARK INDUSTRIAL LABORATORY, INC.","145 East main Avenue, loop St. Phase 6A, laguna Tenchnopark, Biñan, Laguna",0908805324 / 049-5026872,inquiry.tili@yahoo.com,5005898,0,EXCELLENT,WMTL-PT-22-4A046,,E
5,,IV-B,,DOST MIMAROPA - RSTL WATER TESTING LABORATORY,"DOST Palawan, Government Center, Sta. Monica, Puerto Princesa, Palawan",9178844332,rstl@mimaropa.dost.gov.ph,5080707,0,EXCELLENT,WMTL-PT-22-4B047,,E
5,,IV-B,,LUNA GOCO MEDICAL CENTER,"J.P. Rizal St. Calapa City, Oriental Mindoro",9190979152,lgmcpathology@gmail.com,5008511,0,EXCELLENT,WMTL-PT-22-4B048,,E
5,,IV-B,,PUERTO PRINCESA CITY WATER DISTRICT WATER TESTING LABORATORY,"South National Highway, Brgy. Sta Monica",9171442006,ppcwdwqd@gmail.com,5056764,1,HIGHLY SATISFACTORY,WMTL-PT-22-4B049,,HS
6,,V,,BICOL-SOUTH SUB NATIONAL REFERENCE LABORATORY,"DOH-CHD V COMPOUND, BAGTANG ROAD",09478232722/ 742-1731 local no. 5571,bslsnrl.doh@gmail.com,5061996,1,HIGHLY SATISFACTORY,WMTL-PT-22-05050,,HS
6,,V,,CAMARINES NORTE WATER DISTRICT LABORATORY,"Vinzons Avenue, Lag-On, Daet, Camarines Norte",9988423856,cnwdlab@gmail.com,5070295,0,EXCELLENT,WMTL-PT-22-05051,,E
6,,V,,METROPOLITAN NAGA WATER DISTRICT,"40 J. Miranda Avenue, Naga City, Camarines Sur",0995-5107391 / 472-1685 loc 122,mnwaterdistrict@yahoo.com,5013491,0,EXCELLENT,WMTL-PT-22-05052,,E
7,,VI,,AKLAN FOOD AND WATER TESTING LABORATORY,"Right Wing, Provincial Capitol, Annex Building, Kalibo, Aklan",0999-9961522 / (036)268-1510,akenrolaboratory@yahoo.com.ph,5013195,0,EXCELLENT,WMTL-PT-22-06053,,E
7,,VI,,"ASTS ANALYTICAL SOLUTIONS AND TECHNICAL SERVICES ILOILO, INC.","Jalandoni Estate, Lapuz, Iloilo City",0917-3058082 / (033) 5014269,astslabiloilo@yahoo.com,5022755,0,EXCELLENT,WMTL-PT-22-06054,,E
7,,VI,,BACIWA WATER LABORATORY,"Corner Galo-San Juan Streets, Brgy 12 Bacolod City, Negros Occidental",9252403900,waterqualitydivision@baciwa.gov.ph,5021487,1,HIGHLY SATISFACTORY,WMTL-PT-22-06055,,HS
7,,VI,,CPU WATER LABORATORY,"LOPEZ JAENA ST, JARO, ILOILO CITY",09661384709 / 329-1971 loc. 1085,dhpescos@cpu.edu.ph,5097545,0,EXCELLENT,WMTL-PT-22-06056,,E
7,,VI,,DEPARTMENT OF SCIENCE AND TECHNOLOGY REGION VI REGIONAL STANDARDS AND TESTING LABORATORY,"MAGSAYSAY VILLAGE, LA PAZ",09088917085 / (033) 0330 1565 loc 108,rstl@ro6.dost.gov.ph,5129855,1,HIGHLY SATISFACTORY,WMTL-PT-22-06057,,HS
7,,VI,,GEM'S AQUA WATER ANALYSIS LABORATORY,"BURGOS ST. BRGY 5, ROXAS CITY, CAPIZ",09956430261 / 09205794751,ramirezghninz@gmail.com,4905368,1,HIGHLY SATISFACTORY,WMTL-PT-22-06058,,HS
7,,VI,,JB FASTEST WATER TEST CO.,"78 Hechanova Street, Brgy. Nabitasan, Lapaz, Iloilo City",0917-7995617 / (033) 5094164,jbwaterlab@yahoo.com,5006305,0,EXCELLENT,WMTL-PT-22-06059,,E
7,,VI,,MALAY MUNICIPAL HEALTH OFFICE CLINICAL LABORATORY,"MUNICIPAL HEALTH OFFICE BUILDING, POBLACION, MALAY, AKLAN",09399023361 / (036) 288 8718,ellenjoyduran@yahoo.com,5070379,0,EXCELLENT,WMTL-PT-22-06060,,E
7,,VI,,NEGROS PRAWN PRODUCERS COOPERATIVE ANALYTICAL AND DIAGNOSTIC LABORATORY,"Door 1 & 2 NOLKFI Bldg. 6th Street, Bacolod City, Negros Occidental",09285200612 / (034)433-2131,nppclab@gmail.com,5059231,0,EXCELLENT,WMTL-PT-22-06061,,E
7,,VI,,WESTERN VISAYAS MEDICAL CENTER,"Q. Abeto Street Mandurriao, Iloilo City",0917-7200915 / 321-2841 loc 239,wateranalysiswvmc@gmail.com,5009806,1,HIGHLY SATISFACTORY,WMTL-PT-22-06062,,HS
7,,VI,,"W.J VILLANUEVA, INC","#8 16th Lacson St. Bacolod, Negros Occidental",09703904993/ (034) 4333935,advcl1031@yahoo.com,4920407,0,EXCELLENT,WMTL-PT-22-06063,,E
8,,VII,,ALTECE MACTAN WATER TESTING LABORATORY,"ROOM 201, 711 BLDG, M.L QUEZON NATIONAL HIGHWAY, BRGY PAJO, LAPU-LAPU, CEBU",09653367672 / 09367126524 / 032-343-4857,altecemactan.lab@gmail.com,5070340,1,HIGHLY SATISFACTORY,WMTL-PT-22-07064,,HS
8,,VII,,BOHOL PROVINCIAL HEALTH OFFICE WATEER TESTING LABORATORY,"J.A. CLARIN ST., DAO DISTRICT, TAGBILARAN  CITY, BOHOL",09172556418 / 09433074468,boholwaterlaboratory@gmail.com,5063733,0,EXCELLENT,WMTL-PT-22-07065,,E
8,,VII,,CARAGA REGIONAL HOSPITAL,"RIZAL STREET, BRGY WASHINGTON, SURIGAO CITY, SURIGAO DEL NORTE",09105962602 / (086)826-0497 loc. 120,masarah_aguilar@yahoo.com,5067636,0,EXCELLENT,WMTL-PT-22-07066,,E
8,,VII,,"CEBU AGUA LAB, INC","ADG IT CENTER, LOPEZ JAENA ST., MANDAUE CITY, CEBU",9064452601,cebuagualabinc@gmail.com,5067635,0,EXCELLENT,WMTL-PT-22-07067,,E
8,,VII,,CEBU CITY HEALTH DEPARTMENT ,"Gen. Maxilom Ave. Ext. Carreta, Cebu City ",9686156184,mandc29@yahoo.com,5101450,0,EXCELLENT,WMTL-PT-22-07068,,E
8,,VII,,ENVIRONMENTAL HEALTH LABORATORY SERVICES COOPERATIVE,"2ND FLOOR 057A, 5TH ST., SUN VALLEY DRIVE, BRGY CALAMBA, V. RAMA DRIVE, CEBU",09088732106 / (032) 342-2315,ehlscooperativecebu@yahoo.com,5006659,0,EXCELLENT,WMTL-PT-22-07069,,E
8,,VII,,HEALTH CARE DIAGNOSTIC CENTER,"2ND FLOOR, RM 2G NEW SACRED HEART PHARMACY BUILDING, NORTHROAD DARO, DUMAGUETE CITY, NEGROS OCCIDENTAL",09175893484 / (035) 422-2189,hcdc_88@yahoo.com,5009899,1,HIGHLY SATISFACTORY,WMTL-PT-22-07070,,HS
8,,VII,,MACTAN ROCK INDUSTRIES INC.,"SUBA-MASULOG, BASAK, LAPU-LAPU",09992264587 / (032)414-1761,lab.operations@mactanrock.com,5071478,1,HIGHLY SATISFACTORY,WMTL-PT-22-07071,,HS
8,,VII,,METROPOLITAN CEBU WATER DISTRICT,"NASIPIT, TALAMBAN, CEBU CITY, CEBU",09568472981 / 032-3444384,orlilourdesm@yahoo.com,4955880,0,EXCELLENT,WMTL-PT-22-07072,,E
8,,VII,,"OSTREA MINERAL LABORATORIES, INC.","RJ OUANO BLDG., MC BRIONES ST., BAKILID",09985798461 / (032)343-6427,gcborreta.omli@gmail.com,5066472,0,EXCELLENT,WMTL-PT-22-07073,,E
8,,VII,,"SGS PHILIPPINES, INC.","Maximo Patalinhug Jr. Avenue, Basak, Lapu-Lapu City, Cebu",9178328417,rosario.pajaro@sgs.com,5016414,2,ACCEPTABLE,WMTL-PT-22-07074,,A
8,,VII,,TALISAY WATER LAB,"SANGI, TABUNOK",09228910108 / (032) 272-7739,talisaywaterlab@yahoo.com,4897202,0,EXCELLENT,WMTL-PT-22-07075,,E
8,,VII,,TECHNOLAB ANALYTICAL GROUP INC.,"701 M.L. QUEZON AVENUE BRGY CASUNTINGAN MANDAUE CITY, CEBU",9177063927,technolab.tagi@gmail.com,5144652,0,EXCELLENT,WMTL-PT-22-07076,,E
8,,VII,,THE FIRST ANALYTICAL SERVICES AND TECHNICAL COOPERATIVE (F.A.S.T. Lab),"HI-WAY CENTRAL BLDG, MC BRIONES HIGHWAY, BRGY GUIZO, MANDAUE CITY, CEBU",09176526231 / (032) 417-2514,fastmandaue@gmail.com,5012273,0,EXCELLENT,WMTL-PT-22-07077,,E
8,,VII,,UNIVERSITY OF SAN CARLOS WATER LABORATORY,"NASIPIT, TALAMBAN, CEBU CITY, CEBU",(032) 345-3811 / (032) 2300100 loc. 110,waterlab@usc.edu.ph,5012416,0,EXCELLENT,WMTL-PT-22-07078,,E
8,,VII,,VICENTE SOTTO MEMORIAL MEDICAL CENTER,B. RODRIGUEZ ST. ,09256879423 / 032-2635349,pathology@vsmmc.doh.gov.ph,5070567,0,EXCELLENT,WMTL-PT-22-07079,,E
9,,VIII,,BILIRAN PROVINCIAL HOSPITAL WATER TESTING LABORATORY,"CASTIN ST. , NAVAL, BILIRAN",9173226305,leahmalaga@yahoo.com,5022629,1,HIGHLY SATISFACTORY,WMTL-PT-22-08080,,HS
9,,VIII,,DEPARTMENT OF SCIENCE AND TECHNOLOGY 8 - REGIONAL STANDARDS AND TESTING LABORATORY,"GOVERNMENT CENTER, CANDAHUG, PALO, LEYTE",9366859286,manzl1203@region8.dost.gov.ph,5017492,0,EXCELLENT,WMTL-PT-22-08081,,E
9,,VIII,,EASTERN VISAYAS MEDICAL CENTER,"BRGY 1&4 MAGSAYSAY BLVD., TACLOBAN, LEYTE",9275907106,genie.portillo@yahoo.com,5073241,0,EXCELLENT,WMTL-PT-22-08082,,E
10,,IX,,THE AGAPE HEALTH CARE CENTER,"35 F. HERRERA ST. CORNER T. CLAUDIO ST., MIPUTAK, DIPOLOG, ZAMBOANGA DE NORTE",9178389893,agape.health@yahoo.com,5009599,0,EXCELLENT,WMTL-PT-22-09083,,E
10,,IX,,ZAMBOANGA CITY MEDICAL CENTER,DR. EVANGELISTA ST. BRGY STA. CATALINA,09177153016 / 09979048363,zcmc.wtl@yahoo.com,5045387,0,EXCELLENT,WMTL-PT-22-09084,,E
10,,IX,,ZAMBOANGA  DEL NORTE MEDICAL CENTER,"NATIONAL HIGHWAY, SICAYAB, DIPOLOG CITY, ",9197133054,znmc_lab@yahoo.com,5075925,1,HIGHLY SATISFACTORY,WMTL-PT-22-09085,,HS
11,,X,,AJ H2O MICRO LAB,"P-5 CASISANG, MALAYBALAY CITY, BUKIDNON",9178378400,aj_microlab@yahoo.com,50732411,1,HIGHLY SATISFACTORY,WMTL-PT-22-10086,,HS
11,,X,,DEPARTMENT OF HEALTH X REGIONAL WATER LABORATORY,"JV SERIÑA STREET, CARMEN, CAGAYAN DE ORO CITY, MISAMIS ORIENTAL",9163007080,loidamorre6@gmail.com,5002110,0,EXCELLENT,WMTL-PT-22-10087,,E
11,,X,,"DEPARTMENT OF SCIENCE AND TECHNOLOGY REGIONAL OFFICE - X, REGIONAL STANDARDS AND TESTING LABORATORIES","JV SERIÑA STREET, CARMEN, CAGAYAN DE ORO CITY, MISAMIS ORIENTAL",09063489519 / 858-3931,rstl@region10.dost.gov.ph,5054589,0,EXCELLENT,WMTL-PT-22-10088,,E
11,,X,,ENVIRONMENTAL HEALTH LABORATORY SERVICES COOPERATIVE - CDO,"219 CORRALES EXTENSION, BRGY 22, CAGAYAN DE ORO, MISAMIS ORIENTAL",9778020027,cdoenvironmentalhealth@yahoo.com.ph,5006657,0,EXCELLENT,WMTL-PT-22-10089,,E
11,,X,,MICROBIOLOGY RESEARCH LABORATORY,"COLLEGE OF VETERINARY MEDICINE, CENTRAL MINDANAO UNIVERSITY, MUSUAN, MARAMAG",9276208398,mrl.cvm@cmu.edu.ph,5031293,2,ACCEPTABLE,WMTL-PT-22-10090,,A
11,,X,,MISAMIS OCCIDENTAL PROVINCIAL HOSPITAL WATER TESTING LABORATORY,"INDEPENDENCE ST. LOWER LANGCANGAN, OROQUIETA  CITY, MISAMIS OCCIDENTAL",9171562642,mophlaboratory2017@yahoo.com,5065437,0,EXCELLENT,WMTL-PT-22-10091,,E
11,,X,,"OSTREA MINERAL LABORATORIES, INC.","TRES MONTAÑAS BUSINESS COMPLEX, JR.BORJA EXT., GUSA, CAGAYAN DE ORO, MISAMIS ORIENTAL",09178703636 / (088) 880 - 9070,omli.mindanao@gmail.com,5066471,0,EXCELLENT,WMTL-PT-22-10092,,E
11,,X,,SURIGAO METROPOLITAN WATER DISTRICT WATER QUALITY LABORATORY,"GUANO CENIZA HEIGHTS, SURIGAO CITY, SURIGAO DEL NORTE",9385582811,mikeymedtek@gmail.com,5063740,0,EXCELLENT,WMTL-PT-22-10093,,E
11,,X,,VALENCIA CITY WATER DISTRICT WATER TESTING LABORATORY,"PUROK 17, POBLACION, VALENCIA CITY, BUKIDNON",9270210645,vvcwd.h2olab@gmail.com,5031385,1,HIGHLY SATISFACTORY,WMTL-PT-22-10094,,HS
12,,XI,,AQUA 8 TESTING LAB. INC,"G/F R AND T YAP BUILDING, J. P. LAUREL AVENUE, DAVAO CITY, DAVAO DEL SUR",09190734493 / 09755976641,aqua8davao2018@gmail.com,5053098,0,EXCELLENT,WMTL-PT-22-11095,,E
12,,XI,,DAVAO  DEL NORTE PROVINCIAL HEALTH OFFICE WATER LABORATORY,"CAPITOL COMPOUND, MAKILAM, TAGUM CITY PROVINCIAL HEALTH OFFICE, DAVAO DEL NORTE",9456076019,chay2miro@gmail.com,5016059,1,HIGHLY SATISFACTORY,WMTL-PT-22-11096,,HS
12,,XI,,"DAVAO ANALYTICAL LABORATORIES, INC.","CORNER UNION AVENUE, MAC ARTHUR HIGHWAY, MATINA, DAVAO DEL SUR",09495066881 / (082) 297-3278,dalinc_03@yahoo.com,5013805,1,HIGHLY SATISFACTORY,WMTL-PT-22-11097,,HS
12,,XI,,DAVAO DEL SUR PROVINCIAL WATER LABORATORY,"LAPU-LAPU ST., ZONE 3, DIGOS, DAVAO DEL SUR",9095254212,davsurwaterlabpho@gmail.com,5123021,2,ACCEPTABLE,WMTL-PT-22-11098,,A
13,,XII,,COTABATO REGIONAL AND MEDICAL CENTER DEPARTMENT OF PATHOLOGY,"SINSUAT AVENUE, COTABATO CITY, MAGUINDANAO",09177072078 / (064) 421-2022 loc (139),crmcbactelab05@gmail.com,5013803,0,EXCELLENT,WMTL-PT-22-12099,,E
13,,XII,,GENERAL SANTOS CITY WATER DISTRICT,"E. FERNANDEZ ST. LAGAO, GENERAL SANTOS CITY, SOUTH COTABATO",09425435373 / (083) 552-3824,gscwaterdistrict@yahoo.com,5053091,0,EXCELLENT,WMTL-PT-22-12100,,E
