0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
1,01-1330-20-PIBS-R,1,EARL HEALTHLINES CLINICAL LABORATORY,"G/F HAVEN'S INN, GOMEZ STREET, ZAMORA, POBLACION, MANGATAREM, PANGASINAN ",MANGATAREM/PANGASINAN,09323553561/(075)6321271,"AQUINO, SHELDON STEVEN CAPDA",,edmarantonio@yahoo.com,4919573,,0,5,5,WITHOUT CONCERN,PASSED,Highly Satisfactory,SDTLPT-21-0-,1011,HS
1,01-0714-18-PIBS-R,1,FINE LEGACY MEDICAL DIAGNOSTIC LABORATORY,"3RD FLOOR EJR BLDG., SADSARAN ST., QUEZON AVE., POBLACION, ALAMINOS, PANGASINAN ",ALAMINOS CITY / PANGASINAN,9228680259,"GALVAN, GIL BRYAN BRAGANZA",gilbryan_484e@yahoo.com,jerryd3guzman@gmail.com,4844560,,1,4,5,WITHOUT CONCERN,PASSED,Highly Satisfactory,SDTLPT-21-0-,1012,HS
1,01-0390-18-PIBS-R,1,FINE PRECISION DIAGNOSTIC CLINIC,"AB FERNANDEZ WEST POBLACION OESTE, DAGUPAN CITY, PANGASINAN ",DAGUPAN CITY / PANGASINAN,9228680259,"GALVAN, GIL BRYAN BRAGANZA",gilbryan_484e@yahoo.com,jerryd3guzman@gmail.com,4844559,,4,2,6,WITHOUT CONCERN,PASSED,Acceptable,SDTLPT-21-0-,1013,A
1,01-0153-19-PIBS-R,1,HI-PRECISION DIAGNOSTICS - DAGUPAN,"G/F BHF FAMILY PLAZA, MAYOMBO DISTRICT, DAGUPAN CITY, PANGASINAN",DAGUPAN CITY / PANGASINAN,09257286103/600 1728,"ASUNCION,BABY LYNNE, CORPUZ MD, FPSP",blcasuncion@gmail.com,hpdagupan@hi-precision.com.ph,4916784,,5,0,5,WITHOUT CONCERN,PASSED,Highly Satisfactory,SDTLPT-21-0-,1014,HS
1,01-0472-19-PIBS-R,1,HI-PRECISION DIAGNOSTICS - SAN NICOLAS,"UNIT 3 AND 4 VALDEZ BUILDING A, BRGY. SAN FRANCISCO, SAN NICOLAS, ILOCOS NORTE",SAN NICOLAS/ ILOCOS NORTE,09177022113/(077)600-3203,"LEAÑO, MODESTY ALEJANDRO",hpilocos@hi-precision.com.ph,hpilocos@hi-precision.com.ph,4917005,,1,1,2,WITHOUT CONCERN,PASSED,Excellent,SDTLPT-21-0-,1015,E
1,01-1198-18-GIBS-R,1,ILOCOS TRAINING AND REGIONAL MEDICAL CENTER,"PARIAN, SAN FERNANDO CITY, LA UNION ",LA UNION/SAN FERNANDO,09174003833/072-6076422 LOC. 158,"ROSUMAN, BRENDA ILAR",brendarosuman@yahoo.com,itrmc.laboratory@gmail.com,4873616,,1,0,1,WITHOUT CONCERN,PASSED,Excellent,SDTLPT-21-0-,1016,E
1,01-0821-20-PIBS-R,1,LA UNION MEDICAL DIAGNOSTIC CENTER AND HOSPITAL,"ANCHETA ST., CORNER BUCANEG ST., CATBANGEN, SAN FERNANDO CITY, LA UNION",SAN FERNANDO CITY/ LA UNION,09451143522/(072)607-8339,"AQUINO, SHELDON STEVEN CAPDA",,lumedlaboratory@gmail.com,4878362,,1,2,3,WITHOUT CONCERN,PASSED,Highly Satisfactory,SDTLPT-21-0-,1017,HS
1,01-XXXX-20-PFSS-R,1,LACASANDILE MEDICAL CLINIC AND DIAGNOSTIC CENTER,"MAC ARTHUR HIGHWAY, BRGY. LACONG, TAGUDIN, ILOCOS SUR",TAGUDIN CITY / ILOCOS SUR,9062518009,"COLISAO, DENNIS RUFIN",,lacasandilemcdc@gmail.com,4922594,,3,5,8,WITHOUT CONCERN,PASSED,Acceptable,SDTLPT-21-0-,1018,A
1,01-0473-19-GIBS-R,1,LAOAG CITY GENERAL HOSPITAL DRUG TESTING LABORATORY,"BRGY. #46, NALBO, AIRPORT ROAD, LAOAG CITY, ILOCOS NORTE",LAOAG CITY/ ILOCOS NORTE,09272833582/(077)772 8828,"CASTRO, ARLENE GENCIANA, FRANCISCO, MD ",lengmd@yahoo.com,lcghlab2011@yahoo.com.ph,4843386,,2,4,6,WITHOUT CONCERN,PASSED,Acceptable,SDTLPT-21-0-,1019,A
1,01-0903-20-PFSS-R,1,LAOAG POLYCLINIC CLINICAL LABORATORY AND DRUG TESTING CENTER,"GEN. GIRON ST., 7-A, LAOAG CITY, ILOCOS NORTE",LAOAG CITY/ ILOCOS NORTE,09175683750/(077)670-7647,"GAMILDE, PROCESA REBULLO",prgamilde@yahoo.com,laoagpolyclinic@gmail.com,4893569,,4,4,8,WITHOUT CONCERN,PASSED,Acceptable,SDTLPT-21-0-,1020,A
1,01-1745-20-PIBS-I,1,LORMA LIFECHECK CLINIC,"JTC MALL CENTRAL, DEL PILAR, TAGUNDIN CITY, ILOCOS SUR",TAGUDIN CITY / ILOCOS SUR,09178695641/077-6320293,"DULAY, JERILYN LINGGON",jelinggond@yahoo.com,lifechecktagudin@gmail.com,49448786,,1,4,5,WITHOUT CONCERN,PASSED,Highly Satisfactory,SDTLPT-21-0-,1021,HS
1,01-0155-19-PIBS-R,1,LORMA LIFECHECK CLINIC,"SEVILLA, CITY OF SAN FERNANDO, LA UNION",SAN FERNANDO CITY/ LA UNION,09178673638/(072)607-3419,"DULAY, JERILYN LINGGON",jelinggond@yahoo.com,lormalifecheck@gmail.com,4870043,,0,3,3,WITHOUT CONCERN,PASSED,Highly Satisfactory,SDTLPT-21-0-,1022,HS
1,01-0156-19-PIBS-R,1,LORMA MEDICAL CENTER,"BRGY. CARLATAN, CITY OF SAN FERNANDO, LA UNION ",SAN FERNANDO CITY/ LA UNION,09178326871/(072)700-0000,"DULAY, JERILYN LINGGON",jelinggond@yahoo.com,lorma.laboratory@yahoo.com,4878372,,3,3,6,WITHOUT CONCERN,PASSED,Acceptable,SDTLPT-21-0-,1023,A
1,01-1362-19-GIBS-R,1,MARIANO MARCOS MEMORIAL HOSPITAL & MEDICAL CENTER,"BRGY. 6, SAN JULIAN, CITY OF BATAC, ILOCOS NORTE ",CITY OF BATAC / ILOCOS NORTE,09171664607/(077)6008025,"LEAÑO, MODESTY ALEJANDRO",ytsedom@yahoo.com,mmmh.lab23@gmail.com,4920203,,2,4,6,WITHOUT CONCERN,PASSED,Acceptable,SDTLPT-21-0-,1024,A
1,01-0797-19-PIBS-R,1,METRO VIGAN HOSPITAL,"RIZAL ST., BRGY. IV (POB), BANTAY, ILOCOS SUR ",BANTAY/ILOCOS SUR,0917-812-4609/(077)674-0674,"ROSUMAN, BRENDA ILAR, MD, FPSP",mumchlab2014@yahoo.com,mumchlab2014@yahoo.com,4836543,,0,4,4,WITHOUT CONCERN,PASSED,Highly Satisfactory,SDTLPT-21-0-,1025,HS
1,01-1244-19-PIBS-R,1,NEW ROSARIO DIAGNOSTIC CLINIC AND LABORATORY,"2/F DOÑA PEPANGS BUILDING, POBLACION EAST, ROSARIO, LA UNION",ROSARIO / LA UNION,09104609441/09567665804,"DE JOYA, VIRGINIA V.",newrosariodiagnostic@yahoo.com,newrosariodiagnostic@yahoo.com,4919818,,5,3,8,WITHOUT CONCERN,PASSED,Acceptable,SDTLPT-21-0-,1026,A
1,01-0896-18-PIBS-R,1,"NUESTRO SEÑOR SANTO NIÑO HOSPITAL, INC.","JUAN LUNA ST., POBLACION SUR, BAYAMBANG, PANGASINAN",BAYAMBANG/PANGASINAN,09151834317/(075)632-0150 OR 0183,"CASTRO, BU CUBE",legalmed@yahoo.com,virgpetines@gmail.com,4916450,,0,5,5,WITHOUT CONCERN,PASSED,Highly Satisfactory,SDTLPT-21-0-,1027,HS
1,01-1290-19-PFSS-R,1,ORT DRUG TEST LABORATORY,"91 AB FERNANDEZ WEST, POBLACION OESTE, DAGUPAN CITY, PANGASINAN ",DAGUPAN CITY / PANGASINAN,9567150718,"AQUINO, SHELDON STEVEN CAPDA",tagabukiddok@gmail.com,mtabajcn@yahoo.com,4836547,,3,3,6,WITHOUT CONCERN,PASSED,Acceptable,SDTLPT-21-0-,1028,A
1,01-0158-19-PIBS-R,1,P.M.R. LABORATORY AND POLYCLINIC- URDANETA MAIN BRANCH,"MARAMBA COMPOUND, ALEXANDER ST., URDANETA CITY, PANGASINAN ",URDANETA CITY / PANGASINAN,9157790601,"ENRILE, MARIA THERESA, TOSINO",pmrlabpoly@yahoo.com,pmrlabpoly@yahoo.com,4870039,,0,3,3,WITHOUT CONCERN,PASSED,Highly Satisfactory,SDTLPT-21-0-,1029,HS
1,01-1524-20-PIBS-R,1,"PANGASINAN DIAGNOSTIC AND MEDICAL CLINIC, INC.","JUAN LUNA STREET, POBLACION SUR, BAYAMBANG, PANGASINAN",BAYAMBANG/PANGASINAN,09464966138/(075)5234887,"FERNANDEZ, NICK RARAMA",pdmci143@gmail.com,pdmci143@gmail.com,4920194,,0,5,5,WITHOUT CONCERN,PASSED,Highly Satisfactory,SDTLPT-21-0-,1030,HS
1,01-1584-20-PIBS-I,1,PANGASINAN DOCTORS HOSPITAL CORPORATION,"RIZAL AVENUE, SAN CARLOS CITY, PANGASINAN",SAN CARLOS CITY / PANGASINAN,09330300357/(075)6325870,"AQUINO, SHELDON STEVEN CAPDA",pdh_laboratory2000@yahoo.com,pdh_laboratory2000@yahoo.com,4912415,,3,2,5,WITHOUT CONCERN,PASSED,Highly Satisfactory,SDTLPT-21-0-,1031,HS
1,01-1508-19-PFSS-R,1,QUEEN CHECK DRUG TESING LABORATORY,"NEW PUBLIC MARKET, 2ND FLR., ROXAS BLVD., SAN CARLOS CITY, PANGASINAN",SAN CARLOS CITY / PANGASINAN,9330584952,"MERCADO, MARK VINCENT RINGOR",rowealbarida1971@gmail.com,rowealbarida1971@gmail.com,4939483,,2,4,6,WITHOUT CONCERN,PASSED,Acceptable,SDTLPT-21-0-,1032,A
1,01-1404-20-GIBS-R,1,REGION I MEDICAL CENTER DRUG TESTING LABORATORY,"ARELLANO STREET, PANTAL DISTRICT, DAGUPAN CITY, PANGASINAN ",DAGUPAN CITY / PANGASINAN,(075)515-8448/09209037732,"AQUINO, SHELDON STEVEN CAPDA",v1mcdH@gmail.com,flupdec2000@yahoo.com,4876114,,1,3,4,WITHOUT CONCERN,PASSED,Highly Satisfactory,SDTLPT-21-0-,1033,HS
1,01-0625-20-PFSS-R,1,RJV DRUG TESTING LABORATORY,"STALL NO. 248, 2ND FLOOR BANTAY ARCADE, ROJAS DIKE, BARANGAY VI, BANTAY CITY, ILOCOS SUR",BANTAY/ILOCOS SUR,09175680563/(077)604-5181,"ADAYA, JOSEPH DOMINGO",jgandres_rmt@yahoo.com,jgandres_rmt@yahoo.com,4903185,,1,4,5,WITHOUT CONCERN,PASSED,Highly Satisfactory,SDTLPT-21-0-,1034,HS
1,01-0971-19-PFSS-R,1,ROYAL STAR DRUG TESTING LABORATORY,"#100 AB FERNANDEZ WEST, POBLACION OESTE, DAGUPAN CITY, PANGASINAN",DAGUPAN CITY / PANGASINAN,09391118611/09092244058,"JACINTO, REYNALDO AMOROSO",dmarga_03@yahoo.com,,4919531,,3,1,4,WITHOUT CONCERN,PASSED,Highly Satisfactory,SDTLPT-21-0-,1035,HS
1,01-1488-20-PIBS-I,1,"SINGAPORE MEDICAL LABORATORIES, INC.","UNIT 207 ARB CORPORATE CENTER, TAPUAC DISTRICTM DAGUPAN CITY, PANGASINAN",DAGUPAN CITY / PANGASINAN,9971945238,"MENDOZA, PAULO GIOVANNI LIWANAG",charlene.eslava@singaporediagnostics.com,charlene.eslava@singaporediagnostics.com,4884775,,3,5,8,WITHOUT CONCERN,PASSED,Acceptable,SDTLPT-21-0-,1036,A
1,01-XXXX-20-PIBS-R,1,TAGUDIN MEDICAL DIAGNOSTIC CENTER,"BRGY. LAS-UD, TAGUDIN, ILOCOS SUR",TAGUDIN CITY / ILOCOS SUR,09262306713/077-674124-2,"AGPES, GERALDINE",,asapATMDC2009@gmail.com,4858007,,4,4,8,WITHOUT CONCERN,PASSED,Acceptable,SDTLPT-21-0-,1037,A
1,01-0715-18-PFSS-R,1,TLC DRUG TESTING CENTER,"3RD FLR. VICTORIA SQUARE BLDG., CARMEN WEST, ROSALES, PANGASINAN ",ROSALES/ PANGASINAN,9228680259,"GALVAN, GIL BRYAN BRAGANZA",gilbryan_484e@yahoo.com,jerryd3guzman@gmail.com,4844558,,1,4,5,WITHOUT CONCERN,PASSED,Highly Satisfactory,SDTLPT-21-0-,1038,HS
1,01-0161-19-PIBS-R,1,"UNIVERSAL ADVANCE MEDICAL DIAGNOSTICS LABORATORY, INC.","2ND FLR. THE PENTAGON BUILDING, MC ARTHUR HIGHWAY, NANCAYASAN, URDANETA CITY, PANGASINAN ",URDANETA CITY / PANGASINAN,09177737707/(075)221-5117,"FLORES, IKE MANUEL GABAO",ikeman619ommc@yahoo.com,universaladvancemedical@gmail.com,4847442,,1,3,4,WITHOUT CONCERN,PASSED,Highly Satisfactory,SDTLPT-21-0-,1039,HS
1,01-1165-20-PIBS-R,1,VIRGEN MILAGROSA MEDICAL CENTER DRUG TESTING LABORATORY,"MARTIN P. POSADAS AVE., SAN CARLOS CITY, PANGASINAN",SAN CARLOS CITY / PANGASINAN,09464985524/(075)203-0000 LOC 116,"AQUINO, SHELDON STEVEN CAPDA",,vmmc1957@gmail.com,4873950,,1,4,5,WITHOUT CONCERN,PASSED,Highly Satisfactory,SDTLPT-21-0-,1040,HS
2,02-0207-20-PFSS-R,2,AMAZING GRACE MEDICAL AND DIAGNOSTIC SERVICES,"MAHARLIKA HIGHWAY, CALAMAGUI 2ND, ILAGAN, ISABELA",ILAGAN/ISABELA,9157812961/078-6241402,"VILLANUEVA, ALMA ADAR",,jiljireh_gumarang@yahoo.com.ph,4880993,,1,4,5,WITHOUT CONCERN,PASSED,Highly Satisfactory,SDTLPT-21-0-,1041,HS
2,02-1525-20-GIBS-R,2,BATANES GENERAL HOSPITAL,"NATIONAL ROAD, BRGY. KAYHUVOKAN, BASCO, BATANES",BASCO/BATANES,9989828104,"HERNAEZ, GODWIN NAIG",bataneshospital@gmail.com,bataneshospital@gmail.com,4917653,,0,3,3,WITHOUT CONCERN,PASSED,Highly Satisfactory,SDTLPT-21-0-,1042,HS
2,02-1104-19-PIBS-R,2,BEST DIAGNOSTIC CORPORATION (CAGAYAN),"G/F RODAMEL BLDG., MAHARLIKA HI-WAY, CARIG SUR, TUGUEGARAO CITY, CAGAYAN",TUGUEGARAO CITY / CAGAYAN,09175486551/(3772765),"BALISI, SARA JANE",,bestdiagnostictuguegarao@yahoo.com,4918453,,1,1,2,WITHOUT CONCERN,PASSED,Excellent,SDTLPT-21-0-,1043,E
2,02-0803-19-GFSS-R,2,CABARROGUIS HEALTH OFFICE LABORATORY,"MUNICIPAL COMPOUND, ZAMORA, CABARROGUIS, QUIRINO ",CABARRGUIS/QUIRINO,9175498150,"CAMELLO, ELIZABETH A.",Rhucabarroguis2018@yahoo.com,Rhucabarroguis@yahoo.com,4851239,,1,4,5,WITHOUT CONCERN,PASSED,Highly Satisfactory,SDTLPT-21-0-,1044,HS
2,02-1190-19-GIBS-R,2,CAGAYAN VALLEY MEDICAL CENTER- DRUG TESTING LABORATORY,"PALAN NA PAGAYAYA, REGIONAL GOVERNMENT CENTER, CARIG SUR, TUGUEGARAO CITY, CAGAYAN",TUGUEGARAO CITY / CAGAYAN,9178564911,"PAGADDU, JANE G.",janepagaddu@yahoo.com,janepagaddu@yahoo.com,4870387,,1,5,6,WITHOUT CONCERN,PASSED,Acceptable,SDTLPT-21-0-,1045,A
2,02-0998-20-GIBS-R,2,CITY HEALTH OFFICE - TUGUEGARAO,"MAIN AVENUE, SAN GABRIEL, TUGUEGARAO CITY, CAGAYAN",TUGUEGARAO CITY / CAGAYAN,09351107968/8445761,"GUZMAN, JAMES CASIBANG",jamesmd58@yahoo.com,chotugcity@yahoo.com,4913596,,2,1,3,WITHOUT CONCERN,PASSED,Highly Satisfactory,SDTLPT-21-0-,1046,HS
2,02-0999-20-PIBS-R,2,CLI DIAGNOSTIC LABORATORY,"MAHARLIKA HIWAY MACANAYA, APARRI CAGAYAN",APARRI / CAGAYAN,9064893726/09279759910,"REYES, MILA AMOR",cathryn_iringan@yahoo.com,,4946537,,1,5,6,WITHOUT CONCERN,PASSED,Acceptable,SDTLPT-21-0-,1047,A
2,02-0823-20-GIBS-R,2,DEPARTMENT OF HEALTH- DRUG ABUSE TREATMENT AND REHABILITATION CENTER,"CENTRO SAN ANTONIO, CITY OF ILAGAN, ISABELA",ILAGAN/ISABELA,9066267940,"REYES, MILA AMOR",amoreymd@hotmail.com,doh.datrc.laboratory@gmail.com,4909590,,1,4,5,WITHOUT CONCERN,PASSED,Highly Satisfactory,SDTLPT-21-0-,1048,HS
2,02-0850-20-PFSS-R,2,DIAGNOSTIKA CLINICAL LABORATORY,"MARIBBAY BUILDING, 76 QUEZON ST., DISTRICT 1, CAUAYAN CITY, ISABELA",CAUAYAN CITY / ISABELA,9174601296 (078)6520693,"REYES, MILA AMOR",diagnostikalaboratory@yahoo.com,diagnostikalaboratory@yahoo.com,4875111,,2,6,8,WITHOUT CONCERN,PASSED,Acceptable,SDTLPT-21-0-,1049,A
2,02-0972-19-PIBS-R,2,DR. RONALD P. GUZMAN MEDICAL CENTER,"ENRILE BOULEVARD, CARIG, TUGUEGARAO CITY, CAGAYAN",TUGUEGARAO CITY / CAGAYAN,9150833310/(078)3040925126,"PAGADDU, JANE G.",janepagaddu@yahoo.com,rpgmclab02@yahoo.com,4883032,,1,5,6,WITHOUT CONCERN,PASSED,Acceptable,SDTLPT-21-0-,1050,A
2,02-1605-19-PIBS-I,2,E.A. MENDOZA CLINIC,"NO. 112 RYAN MALL RIZAL ST., CENTRO 14, APARRI, CAGAYAN",APARRI / CAGAYAN,9978569532,"BALISI, SARA JANE",,Jhoel_pacis@yahoo.com,4893562,,1,5,6,WITHOUT CONCERN,PASSED,Acceptable,SDTLPT-21-0-,1051,A
2,02-1001-20-PIBS-R,2,GINCOR MEDICAL LABORATORY,"DON FRANCISCO ALBANO ST., CENTRO, CABAGAN, ISABELA ",CABAGAN/ ISABELA,9175507577,"ALCANTARA, CORAZON G.",corazonalcantara@yahoo.com,grgatan@yahoo.com,4880320,,1,4,5,WITHOUT CONCERN,PASSED,Highly Satisfactory,SDTLPT-21-0-,1052,HS
2,02-XXXX-20-PIBS-R,2,GS TRIMEDICA DRUG TESTING CENTER,"2ND FLOOR PATRIA BUILDING, LUNA STREET, CENTRO 7 (SIDE OF PEOPLE'S EMERGENCY HOSPITAL), TUGUEGARAO CITY, CAGAYAN",TUGUEGARAO CITY / CAGAYAN,09178340606/ 078-3730071,"BALISI, SARA JANE",,gstrimedica2@yahoo.com,4883885,,0,4,4,WITHOUT CONCERN,PASSED,Highly Satisfactory,SDTLPT-21-0-,1053,HS
2,02-0208-20-PIBS-R,2,HIGH CARE CENTRAL DIAGNOSTICS AND MEDICAL CLINIC INC.,"86 H AND R BLDG. DON JOSE CANCILLER AVE., BRGY. DISTRICT I, CAUAYAN CITY, ISABELA ",CAUAYAN CITY / ISABELA,09359742966/ (078) 6525304,"BONIFACIO, ANDRES SERIL",asbon227@yahoo.com,hccdmc@gmail.com,4879623,,1,0,1,WITHOUT CONCERN,PASSED,Excellent,SDTLPT-21-0-,1054,E
2,02-0658-19-PIBS-R,2,"ISABELA UNITED DOCTORS MEDICAL CENTER, INC.","NATIONAL HIGHWAY, BARANGAY CABARUAN, CAUAYAN CITY, ISABELA",CAUAYAN CITY / ISABELA,09063135036/09173178453,"PAGADDU, JANE G.",janepagaddu@yahoo.com,iudmclaboratory@yahoo.com,4910217,,1,5,6,WITHOUT CONCERN,PASSED,Acceptable,SDTLPT-21-0-,1055,A
2,02-0164-19-PFSS-R,2,JB CABRERA DIAGNOSTIC LABORATORY,"#10 LAKANDULA ST. COR. MAIN AVENUE, SAN GABRIEL, TUGUEGARAO CITY, CAGAYAN ",TUGUEGARAO CITY / CAGAYAN,09554226693/078-3969806,"BALISI, SARA JANE",,pinkunoh@yahoo.com,4851294,,1,3,4,WITHOUT CONCERN,PASSED,Highly Satisfactory,SDTLPT-21-0-,1056,HS
2,02-0217-18-PIBS-R,2,LABCARE HEALTH CLINIC AND DIAGNOSTIC CENTER,"#2 AVES- ALBANO BLDG., QUEZON ST., CAUAYAN CITY, ISABELA ",CAUAYAN CITY / ISABELA,9956937603,"BAUSA, DIWATA GRACE F.",,,4916534,,1,5,6,WITHOUT CONCERN,PASSED,Acceptable,SDTLPT-21-0-,1057,A
2,02-0904-20-PFSS-R,2,LIBERTAD SPECIALTY AND DIAGNOSTIC CLINIC,"2ND FLOOR CUARTEROS- BARROGA BLDG., MAHARLIKA HIGHWAY, LIBERTAD, ABULUG, CAGAYAN",ABULUG/CAGAYAN,9171169220,"CUARTEROS, ROSELYN B.",roselyncuarteros611@gmail.com,jacobcuarteros1967@gmail.com,4895514,,2,5,7,WITHOUT CONCERN,PASSED,Acceptable,SDTLPT-21-0-,1058,A
2,02-1383-19-PFSS-R,2,LIFELINE DIAGNOSTIC LABORATORY,"#9 M.H. DEL PILAR ST., BRGY. VIRA, ROXAS, ISABELA",ROXAS/ISABELA,09176090425/(078)6420403,"REYES, MILA AMOR",amoreymd@hotmail.com,lifelinediagnosticlaboratory@yahoo.com,4850778,,3,2,5,WITHOUT CONCERN,PASSED,Highly Satisfactory,SDTLPT-21-0-,1059,HS
2,02-0660-19-PIBS-R,2,MICRO TECH MEDICAL LABORATORY,"VINTAR ST., BRGY. SAN JUAN (NEAR AURORA CENTRAL SCHOOL), AURORA, ISABELA",AURORA / ISABELA,09175176526/078-83233776,"FLORES, VERONICA MARYBEL J.",marybelmed30@yahoo.com,marybelmed30@yahoo.com,4875109,,3,5,8,WITHOUT CONCERN,PASSED,Acceptable,SDTLPT-21-0-,1060,A
2,02-0659-19-PIBS-R,2,MLS DIAGNOSTIC LABORATORY AND DRUG TESTING CENTER,"NATIONAL HIGHWAY, BARANGAY CABARUAN, CAUAYAN, ISABELA",CAUAYAN CITY / ISABELA,09176228400/0783247290,"BAUSA, DIWATA GRACE F.",MLSDIAGNOSTICLAB@yahoo.com,MLSDIAGNOSTICLAB@yahoo.com,4919527,,1,3,4,WITHOUT CONCERN,PASSED,Highly Satisfactory,SDTLPT-21-0-,1061,HS
2,02-0899-18-GIBS-R,2,NUEVA VIZCAYA PROVINCIAL PUBLIC HEALTH LABORTORY AND DRUG TESTING LABORATORY,"PROVINCIAL INTEGRATED HEALTH OFFICE, CAPITOL COMPOUND, BAYOMBONG, NUEVA VIZCAYA ",BAYOMBONG / NUEVA VIZCAYA,9164952205,"VIDAD, NATANAEL B.",,pho.labnv@yahoo.com,4851423,,2,2,4,WITHOUT CONCERN,PASSED,Highly Satisfactory,SDTLPT-21-0-,1062,HS
2,02-1354-20-PIBS-R,2,PRIME DIAGNOSTIC LABORATORY ECHAGUE BRANCH,"POBLACION ROAD, SAN FABIAN, ECHAGUE, ISABELA",ECHAGUE/ISABELA,09951358326/0783056034,"REYES, EMEDITA LANGUIDO",dra_emedita_reyes@yahoo.com,primediagnosticlab@yahoo.com,4919532,,3,4,7,WITHOUT CONCERN,PASSED,Acceptable,SDTLPT-21-0-,1063,A
