region_id,la,region,acc,name,address,contact,email,or,rate,perf,no
14,WMTL-PT-21-C1-13-0029,13,13-0002-2022-LW-2,"PHARMAVIDA, INC.","#1 Macropharma Bldg. Doña Julia Vargas Ave. Brgy. Ugong, Pasig City",0917-147-6081 / 02-7968-3427,pharmavida.inc@gmail.com,4912434,0,Excellent,WMTLPT-21-130027 
14,WMTL-PT-21-C1-13-0030,13,13-001-1920-LW-2,PLATINUM RESEARCH LABORATORY INC.,"Unit 807 Union Square Condominium 15th Ave. Cubao, Quezon City",8911-3062,platinumlaboratory@gmail.com,4877943,1,Highly Satisfactory,WMTLPT-21-130028 
14,WMTL-PT-21-C1-13-0031,13,13-0012-2022-LWI,PUBLIC HEALTH LABORATORY - MANILA HEALTH DEPARTMENT,"Lanuza Health Center, 1533 Alvarez St. Sta Cruz, Manila",0917-5771197 / 02-5310-1329,manilalab_phl@yahoo.com,4922420,0,Excellent,WMTLPT-21-130029 
14,WMTL-PT-21-C1-13-0032,13,-,QUALIBET TESTING SERVICES CORP.,"121A Dangay Veterans Village, Project 7, Quezon City",0917-5609710 / (02) 8374-8003,inquiries@qualibetlab.com,4919471,0,Excellent,WMTLPT-21-130030 
14,WMTL-PT-21-C1-13-0033,13,13-244-18-230-H3-2,"SAN JUAN DE DIOS EDUCATIONAL FOUNDATON, INC. - HOSPITAL",2772 Roxas Boulevard Pasay City,0917-6119662 / 551-2758 / 831-9731 loc 1115-1116,laboratory@sanjuandedios.org,4644820,1,Highly Satisfactory,WMTLPT-21-130031 
14,WMTL-PT-21-C1-13-0035,13,13-0005-2022-LW-2,"SGS PHILIPPINES, INC (MAKATI)","2229 Chino Roces Ave. Makati City, Metro Manila",0917-8739156 / 09178033161,neriza.ramos@sgs.com/jonalyn.tolenetino@sgs.com,4911968,0,Excellent,WMTLPT-21-130032 
14,WMTL-PT-21-C1-13-0036,13,13-0015-1920-LW,SPRING WATER TESTING LABORATORY ,"156 G/F Unit 2, LMB Building, San Antonio, San Antonio Valley 1 Paranaque City ",0918-2990421 / 8808-8912,springwater.laboratory@gmail.com ,4974345,0,Excellent,WMTLPT-21-130033 
14,WMTL-PT-21-C1-13-0037,13,13-010-16-LW-2,ST. LUKE'S MEDICAL CENTER - GLOBAL CITY,"3 32nd St. cor 5th Avenue Bonifacio Global City, Taguig City",0998-5821986 / 0917-8530515 / 8789-7700 loc 2065,slmcgc.microbio@yahoo.com,4895329,0,Excellent,WMTLPT-21-130034 
14,WMTL-PT-21-C1-13-0038,13,13-148-16-700-H3-2,UNIVERSITY OF SANTO TOMAS HOSPITAL,"España Boulevard, Manila",0917-8106258 / 7313001 Loc. 2426,usth_micro@yahoo.com,4916660,0,Excellent,WMTLPT-21-130035 
14,WMTL-PT-21-C1-13-0039,13,13-0007-18-LW-2,WATERLAB WATER TESTING LABORATORY INC.,"137 Quirino Hi-way, Baesa, Quezon City",0939-9126854 / (02) 294-2345,caloocanwaterlab@yahoo.com,4874326,0,Excellent,WMTLPT-21-130036 
15,WMTL-PT-21-C1-14-0042,14,14-001-1921-LW-1,BENGUET PROVINCIAL WATER ANALYSIS LABORATORY,"BeGH Compound, Km 5, La Trinidad, Benguet",(074) 422-2895,phobenguet@yahoo.com,4886701,1,Highly Satisfactory,WMTLPT-21-140037 
15,WMTL-PT-21-C1-14-0043,14,WMLA-08-0047,CARAGA REGIONAL HOSPITAL,"Rizal Street, Brgy. Washington, Surigao City, Surigao Del Norte",0910-5962602 / (086) 826-3103,masarah_aguilar@yahoo.com,4911468,2,Acceptable,WMTLPT-21-140038 
15,WMTL-PT-21-C1-14-0044,14,14-0001-2022-LW-1,DOST-CAR Regional Standards Testing Laboratory,"KM 6, BSU Compound, La Trinidad City, Benguet",0908-2338955 / (074) 422-0979,rstlcar@gmail.com,4901616,1,Highly Satisfactory,WMTLPT-21-140039 
15,WMTL-PT-21-C1-14-0045,14,14-0004-18-CL-1,HEALTH SERVICES OFFICE - PUBLIC HEALTH LAB.,"Health Services Office Bldg., T. Alonzo St. Baguio City, Benguet",0917-5582498 / (074) 442-6018,hso_phlneqas@yahoo.com,4919820,0,Excellent,WMTLPT-21-140040 
1,WMTL-PT-21-C1-I-0046,1,01-02-19-LW-1,DAGUPAN CITY WATER DISTRICT LABORATORY,"New Administrative Bldg. Tambac District, Dagupan City, Pangasinan",0932-8477855 / (075) 653-2588,dcwdlaboratory@yahoo.com,4884936,2,Acceptable,WMTLPT-21-10041 
1,WMTL-PT-21-C1-I-0047,1,01-002-2123-LW-1,DEPARTMENT OF SCIENCE AND TECHNOLOGY REGIONAL OFFICE 1,"DMMSU-MLU Campus, P.O. Box 117, San Fernando, La Union",9178408695,dostro1@dost.gov.ph,4957676,0,Excellent,WMTLPT-21-10042 
1,WMTL-PT-21-C1-I-0048,1,1-2-18-LW-2,ENVIRONMENTAL - HEALTH LABORATORY SERVICES COOPERATIVE,"Unit 310 T&S Bldg. San Vicente, Urdaneta, Pangasinan",0917-8324760 / 0917-3118643 / 02-89202300,hr.ehlscooperative@gmail.com,4919077,2,Acceptable,WMTLPT-21-10043 
1,WMTL-PT-21-C1-I-0049,1,01-002-2022-LW-1,ILOCOS NORTE WATER DISTRICT - WATER TESTING LABORATORY,"Andres Bonifacio St. Laoag City, Ilocos Norte",0998-5903569 / 077-7720985,lab.primewaterilocosnorte@gmail.com,4918897,0,Excellent,WMTLPT-21-10044 
1,WMTL-PT-21-C1-I -0050,1,093*,ILOCOS TRAINING AND REGIONAL MEDICAL CENTER,"McArthur Highway Brgy. Parian, San Fernando City, La Union",0933-8652570 / (072) 607-6418,itrmc.laboratory@gmail.com,4916530,0,Excellent,WMTLPT-21-10045 
1,WMTL-PT-21-C1-I-0051,1,01-006-1820-LW-2,"PANGASINAN SAFE WATER LABORATORY, INC.","375 DMM, Village, Brgy. Tobor, Malasiqui, Pangasinan",0923-3771451,pangasinansafewaterlabinc@gmail.com,4910735,1,Highly Satisfactory,WMTLPT-21-10046 
1,WMTL-PT-21-C1-I-0052,1,01-001-2022-LW-1,PROVINCIAL WATER BACTERIOLOGICAL LABORATORY,"Solis Street, Poblacion, Lingayen, Pangasinan",0995-7568832 / 075-542-2295,will_deguzman@yahoo.com,4883020,0,Excellent,WMTLPT-21-10047 
1,WMTL-PT-21-C1-I-0053,1,01-318-18-300-H3-1,REGION 1 MEDICAL CENTER,"Arellano St. Dagupan City, Pangasinan",0923-9636343 / 075-5158916 / 075-5158901,departmentoflaboratories@yahoo.com,4897677,0,Excellent,WMTLPT-21-10048 
1,WMTL-PT-21-C1-I-0054,1,01-01-19-LW-2,SANDUGO MULTI-PURPOSE COOPERATIVE,"40 Crystal Dew Compound National Highway, Buyon, Bacarra, Laoag, Ilocos Norte",0945-4011397 / 676-0691,lab@crystaldewddw.com,4915385,0,Excellent,WMTLPT-21-10049 
1,WMTL-PT-21-C1-I-0055,1,01-028-1820-LW-2,TAGUDIN MEDICAL DIAGNOSTIC CENTER,"Tagudin, Ilocos Sur",0926-2306713 / 077-674124-2,asaptmdc2009@gmail.com,4878005,1,Highly Satisfactory,WMTLPT-21-10050 
2,WMTL-PT-21-C1-2-0056,2,02-292-14-500-H3-1,CAGAYAN VALLEY MEDICAL CENTER - WATER BACTERIOLOGY,"Dalan na Pagayaya, Regional Government Center, Carig Sur, Tuguegarao City, Cagayan",0917-8564911,janepagaddu@yahoo.com,4870044,0,Excellent,WMTLPT-21-20051 
2,WMTL-PT-21-C1-2-0057,2,,CAUAYAN CITY WATER DISTRICT,"#166 Africano cor Burgos St. District 2 Cauayan City, Isabela",(078) 652 2196,,4893635,1,Highly Satisfactory,WMTLPT-21-20052 
2,WMTL-PT-21-C1-2-0059,2,02-002-20-LW-1,METROPOLITAN TUGUEGARAO WATER DISTRICT WATER LABORATORY,"Main Avenue, San Gabriel, Tuguegarao City, Cagayan",0955-4227003 / (078) 844-1586 / 7309,mtwd_1978@yahoo.com,4881264,1,Highly Satisfactory,WMTLPT-21-20053 
2,WMTL-PT-21-C1-2-0060,2,02-083-19-CL-1,NUEVA VIZCAYA PROVINCIAL PUBLIC HEALTH LABORATORY,"Provincial Integrated Health Office, Capitol Compound, District IV, Bayombong, Nueva Vizcaya",0916-4952205,pho.labnv@yahoo.com,4851425,0,Excellent,WMTLPT-21-20054 
2,WMTL-PT-21-C1-2-0061,2,02-001-19-LW-1,SANTIAGO WATER DISTRICT WATER LABORATORY ,SANWAD Water Treatment Plant Mabini Santiago Isabela,0917-1457770,sanwadwaterlab@yahoo.com,4991539,0,Excellent,WMTLPT-21-20055 
3,WMTL-PT-21-C1-3-0062,3,03-003-19-LW-2,AMEER DIAGNOSTIC LABORATORY,"A. Mabini Street, Mojon, Malolos City, Bulacan",0925-5255504 / (044) 3050430,ameerdtl_lab@yahoo.com,4879014,1,Highly Satisfactory,WMTLPT-21-30056 
3,WMTL-PT-21-C1-3-0063,3,-,ANGELES UNIVERSITY FOUNDATION MEDICAL CENTER,"Mc Arthur Highway, Angeles City, Pampanga",045-625-2924,aufmc_capalu@hotmail.com*,4911653,0,Excellent,WMTLPT-21-30057 
3,WMTL-PT-21-C1-3-0065,3,03-001-18-LW-1,CABANATUAN CITY WATER DISTRICT WATER TESTING LABORATORY,"Maharlika Road Dicarma District, Cabanatuan City, Nueva Ecija",0922-8863795 / (044) 4631646 loc 505,ccwdwaterlab@gmail.com,4851021,0,Excellent,WMTLPT-21-30058 
3,WMTL-PT-21-C1-3-0066,3,03-013-1820-LW-2,CLARK WATER CORPORATION,"Depot 1901, Bicentennial Hill Clark Freeport Zone, Clarkfield, Pampanga",(045) 5995757 loc 104,al-shaimah.alonto@clarkwater.com,4890877,0,Excellent,WMTLPT-21-30059 
3,WMTL-PT-21-C1-3-0067,3,03-001-20-LW-2,CRL ENVIRONMENTAL CORPORATION,"Bldg. 2 Berthaphil Compound 1, Berthaphil, Inc. Industrial Park, Jose Abad Santos Ave. Clark Freeport Zone, Pampanga",045-599-3943,crl@crllabs.com,4875124,0,Excellent,WMTLPT-21-30060 
3,WMTL-PT-21-C1-3-0068,3,03-002-19-LW-2,DIASERV LABORATORY WATER TESTING SERVICES,"Pinmara Square Building, Mac Arthur Highway, Sindalan, City of San Fernando, Pampanga",(045) 455-4984,diaserv2000@gmail.com,4878312,0,Excellent,WMTLPT-21-30061 
3,WMTL-PT-21-C1-3-0069,3,03-014-1820-LW-2,ECHEM ENVIRONMENTAL TESTING LABORATORY CORPORATION,"10 Quezon Road, San Isidro, San Simon, Pampanga",0917-1642944 / (045) 435-2795,echemenvironmental@gmail.com,4903035,0,Excellent,WMTLPT-21-30062 
3,WMTL-PT-21-C1-3-0070,3,03-013-1921-LW-2,EMINENT WATER LABORATORY CENTER (SAN FERNANDO PAMPANGA BRANCH),"Blk 1 Lot 4B Benito St. Dolores Homesite Ext. 2, San Agustin, San Fernando, Pampanga",0922-8977869 / 0917-8317629 / (045) 475-5078,jose_lim@eminentwater.com,4870448,0,Excellent,WMTLPT-21-30063 
3,WMTL-PT-21-C1-3-0071,3,03-002-20-LW-2,FAST LABORATORIES CLARK ANGELES,"Stall 5, 6, 7 SNB Building 717 Magalang Road, Angeles City, Pampanga",0943-7075890 / (045) 3044252,fastlabclark.analyst@gmail.com,4881361,2,Acceptable,WMTLPT-21-30064 
3,WMTL-PT-21-C1-3-0072,3,03-006-1921-LW-2,GLOBAL ELIXIR WATER LABORATORY CENTER/ AQUA LAB CENTER - PAMPANGA,477 Mc Arthur Highway Brgy. San Jose San Fernando Pampanga,0908-8741412 / (02) 83540059 / (02) 87424745,alcmayon@yahoo.com,4822376,0,Excellent,WMTLPT-21-30065 
3,WMTL-PT-21-C1-3-0074,3,03-001-19-LW-2,SUBIC WATER FREEPORT WATER LABORATORY,"Subic Water & Sewerage Company Inc. former Subcom Area, Rizal Highway, SBFZ Olongapo, Zambales",0917-1499183 / 252-1122 loc 101,julie.sapit@subicwater.com.ph,4881448,0,Excellent,WMTLPT-21-30066 
3,WMTL-PT-21-C1-3-0075,3,03-004-19-LW-1,TARLAC CITY WATER DISTRICT WATER LABORATORY,"Sta. Rosa Road, Brgy. Maliwalo, Tarlac City",0939-501-5777 / 045-9821150,tcwdwaterlab.primewatercorp@gmail.com,4914720,0,Excellent,WMTLPT-21-30067 
3,WMTL-PT-21-C1-3-0076,3,-,TARLAC PROVINCIAL HOSPITAL - LABORATORY,"Hospital Drive San Vicente, Tarlac City, Tarlac",0907-8628122 / 0908-8907879 / (045) 491-8970 loc 255,laboratorytph@yahoo.com,4919529,0,Excellent,WMTLPT-21-30068 
4,WMTL-PT-21-C1-4A-0078,4A,4A-0002-2022-LW-2,ALPHA LABORATORY CALAMBA PHILIPPINES CORPORATION,"LTO Road, Real, Calamba, Laguna",(049) 5459982,alphalab.information@gmail.com,4901624,1,Highly Satisfactory,WMTLPT-21-4A0069 
4,WMTL-PT-21-C1-4A-0079,4A,4A-002-1921-LW-2,"AQUALAB ANALYTICAL SERVICES, INC.","Blk 39 Lot 1 Green Estate Phase 3 Malagasang I-G, Imus, Cavite",0921-3194794 / (046) 6863704,info@aqualabph.com,4905219,0,Excellent,WMTLPT-21-4A0070 
4,WMTL-PT-21-C1-4A-0080,4A,4A-0005-2022-LW-1,BATANGAS CITY WATER DISTRICT LABORATORY (JOINT VENTURE WITH PRIMEWATER INFRASTRUCTURE CORP.),"Km 4 National Highway, Alangilan, Batangas City, Batangas",0998-5903497 / (043) 723-4330,bcwd_lab@yahoo.com.ph,4912332,0,Excellent,WMTLPT-21-4A0071 
4,WMTL-PT-21-C1-4A-0081,4A,4A-0003-1820-LW-1,CALAMBA WATER DISTRICT,"St. Angela St. Lakeview Subd. Brgy. Halang, Calamba City, Calamba, Laguna",0917-5366100 / (049) 545-2863 loc 118,malourdes15@yahoo.com,4893551,0,Excellent,WMTLPT-21-4A0072 
4,WMTL-PT-21-C1-4A-0082,4A,4A-0003-2022-LW-1,CARMONA WATER LABORATORY,"252 San Jose St. Brgy. 2 Carmona, Cavite",(046) 430-3072,mho.carmona@gmail.com,4892262,0,Excellent,WMTLPT-21-4A0073 
4,WMTL-PT-21-C1-4A-0083,4A,4A-0003-1921-LW-2,"COCA-COLA FEMSA PHILIPPINES, INC. ","Gate 5 Coca-Cola Beverages Philippines, Inc., Sta. Rosa Plant 1, Brgy Pulong-Sta. Cruz, Sta. Rosa City, Laguna ",0999-9546945 / (02) 866-2433,ann.baclay@coca-cola.com.ph ,4968616,2,Acceptable,WMTLPT-21-4A0074 
4,WMTL-PT-21-C1-4A-0084,4A,4A-006-17-LW-2,"COSMOLAB LABORATORIES, INC","Blk 13 Lot 13 Columbian Circle Anahaw Subdivision Brgy. Dita, Sta. Rosa City, Laguna",(049) 502-8133,cosmolab_laboratories@yahoo.com,4853693,0,Excellent,WMTLPT-21-4A0075 
4,WMTL-PT-21-C1-4A-0085,4A,4A-0002-17-LW-1,DASMARIÑAS WATER DISTRICT WATER TESTING LABORATORY,"Camerino Avenue, City of Dasmariñas, Cavite",0947-6409186 / (046) 4161236 loc 188 / (046) 4193998,dwdwaterlab@gmail.com,4900226,0,Excellent,WMTLPT-21-4A0076 
4,WMTL-PT-21-C1-4A-0086,4A,4A-002-16-LW-2,F.A.S.T LABORATORIES - CALAMBA,"Allied Concrete Bldg. KM 54 Makiling, Calamba, Laguna",0917-5234365 / (049) 508-7138 / 5026520,fastlabcalamba@gmail.com,4881358,0,Excellent,WMTLPT-21-4A0077 
4,WMTL-PT-21-C1-4A-0087,4A,4A-0001-1921-LW-2,FIEL LABORATORIES AND ENTERPRISE,"Alegria Homes Subdivision, San Roque, Bauan, Batangas",0917-4634927,bauanfiellaboratory@gmail.com,4900297/94,0,Excellent,WMTLPT-21-4A0078 
4,WMTL-PT-21-C1-4A-0088,4A,4A-0301-20-H3-1,GENERAL EMILIO AGUINALDO MEMORIAL HOSPITAL,"Brgy. Luciano, Trece Martires City, Cavite",423-9169,geamhlab@gmail.com,4916550,0,Excellent,WMTLPT-21-4A0079 
4,WMTL-PT-21-C1-4A-0089,4A,04A-001-1820-L-W-Z,LAGUNA AAAWATER CORPORATION LABORATORY SERVICES SECTION,"8 North Science Avenue, Laguna Technopark Inc. Brgy. Biñan, Biñan, Laguna",0917-7001454 / (049) 543-1916,anna.gutierrez@lagunawater.ph,4913327,0,Excellent,WMTLPT-21-4A0080 
4,WMTL-PT-21-C1-4A-0090,4A,WTLPT-144A0044,LAGUNA PROVINCIAL HEALTH OFFICE WATER TESTING LABORATORY,"J. De Leon Street, Santa Cruz, Laguna",0922-3092350 / (049) 501-1630,rabdtrinidad@yahoo.com,4893846,0,Excellent,WMTLPT-21-4A0081 
4,WMTL-PT-21-C1-4A-0091,4A,4A-010-1921-LW-2,LEADSERV ANALYTICAL LABORATORY,"Lucena Diversion Road, Maharlika Highway, Brgy. Mayowe, City of Tayabas, Quezon",0933-8215608,contact@leadservlab@yahoo.com,4915780,0,Excellent,WMTLPT-21-4A0082 
4,WMTL-PT-21-C1-4A-0092,4A,4A-004-17-LW-2,LIPA QUALITY CONTROL CENTER INC.,"001 J.P. Laurel National Highway Brgy. Sico, Lipa, Batangas",0917-5745711 / (043) 702-8417,lipaqualitycontrolcenterinc.dco@yahoo.com,4844385,1,Highly Satisfactory,WMTLPT-21-4A0083 
4,WMTL-PT-21-C1-4A-0093,4A,04A-0002-18-LW-1,METRO LIPA WATER DISTRICT LABORATORY,"Brgy. Balintawak, Lipa City, Batangas",0917-1370016 / (043) 756-6972,aidaamplaton@yahoo.com,4916527,0,Excellent,WMTLPT-21-4A0084 
4,WMTL-PT-21-C1-4A-0094,4A,4A-005-1820-LW-2,"OPTIMAL LABORATORIES, INC","Purok 1, Brgy. Balintawak. Lipa",0917-7147928 / (043) 981-3992,documentcontrol@hotmail.com dcc@optimallabinc.com.ph,4898703,2,Acceptable,WMTLPT-21-4A0085 
4,WMTL-PT-21-C1-4A-0097,4A,WMTLPT-19-4A0105,QMC WATER LABORATORY,"Quezon Medical Center Compound, Quezon Avenue Barangay 11, Lucena City, Quezon",0932-8439147,qmcwaterlab@gmail.com,4879090,1,Highly Satisfactory,WMTLPT-21-4A0086 
4,WMTL-PT-21-C1-4A-0098,4A,4A-0002-1921-LW-1,REGIONAL STANDARDS AND TESTING LABORATORY - DEPARTMENT OF SCIENCE AND TECHNOLOGY ,"Jamboree Road, Timugan Los Baños Laguna",9178652988,rstl_dost4A@yahoo.com/jsbronburnc@ro4a.dost.gov.ph,4995925,0,Excellent,WMTLPT-21-4A0087 
4,WMTL-PT-21-C1-4A-0099,4A,4A-012-1820-LW-2,SCIENTIA TECH COMPANY,"2nd floor 264-269 DJ HUB Sumulong, Sumulong Highway, Sitio Ruhat, Brgy. Mambugan, Antipolo, Rizal",0949-8808897 / (02) 8697-5364,scientia.tech.co@gmail.com,4866889,1,Highly Satisfactory,WMTLPT-21-4A0088 
4,WMTL-PT-21-C1-4A-0100,4A,4A-002-1820-LW-2,"TECHNOPARK INDUSTRIAL LABORATORY, INC.","145 East main Avenue, loop St. Phase 6A, laguna Tenchnopark, Biñan, Laguna",0927-3317486 / 02-8546-1781,inquiry.tili@yahoo.com,4918062,0,Excellent,WMTLPT-21-4A0089 
5,WMTL-PT-21-C1-4B-0101,4B,-,DOST - MIMAROPA WATER TESTING LABORATORY,"PSU Link Road, Puerto Princesa, Palawan",0917-8844332 / (048) 433-0489,dost4b.rstl@gmail.com,4917891,1,Highly Satisfactory,WMTLPT-21-4B0090 
5,WMTL-PT-21-C1-4B-0102,4B,17-01-1820-LW-1,ENVIRONMENTAL SANITATION AND PUBLIC HEALTH LABORATORY,"S.P.S. Gov't Center, Brgy. Bancao-Bancao, Puerto Princesa City, Palawan",0917-1276608 / (048) 434-9996,esphlpalawan@gmail.com,4920830,1,Highly Satisfactory,WMTLPT-21-4B0091 
