NUMBER,ACCREDITATION NUMBER,REGION,NAME OF FACILITY,ADDRESS (Street/Barangay),TOWN/CITY,CONTACT NO.,HOL NAME (Head Of Laboratory),EMAIL,LABORATORY EMAIL,O.R. Number,"INCORRECT
METH","INCORRECT
THC","INCORRECT 
TOTAL","RESULT: 
WITH OR WITHOUT CONCERN",RESULT: REMARKS,"REMARKS:
PASSED / FAILED",SCORE,CERTIFICATE NO. ,
17,13-0570-21-PFSS-R,13,AMERICAN BIO-CLINICAL LABORATORIES INTERNATIONAL,"LG 3-6 RICHVILLE CORPORATE TOWER MADRIGAL BUSINESS PARK, AYALA-ALABANG CITY",AYALA-ALABANG,09999376878; 0917841101; 8850-6288,"DIZON, FLORENCIO C, MD",qc_officer@abclab.com.ph,qc_officer@abclab.com.ph,5010309,0,5,5,WITHOUT CONCERN,,PASSED,Highly Satisfactory,SDTL-PT-22-130011,HS
17,13-0004-18-PIBS-R,13,AMERICAN OUT-PATIENT CLINIC,"2/F FEMII BLDG. A. SORIANO AVE. BRGY. , MANILA CITY",MANILA,085271611/09310905274,"BENADETTE R. ESPIRITU MD,FPSP,MMHOA",americanhospitalinc@gmail.com,americanhospitalinc@gmail.com,5005850,1,5,6,WITHOUT CONCERN,,PASSED,Acceptable,SDTL-PT-22-130012,A
17,13-1004-21-PIBS-R,13,ANGELINA APOSTOL PUNZALAN MEDICAL CLINIC,"3RD FLOOR NEW ATRIUM WING GUADALUPE COMMERCIAL COMPLEX, GUADALUPE NUEVO, MAKATI CITY",MAKATI,73734676 / 09088967158,"ANDREW D. DIMACALI, MD",followup.punzalan@gmail.com,followup.punzalan@gmail.com,4969987,0,5,5,WITHOUT CONCERN,,PASSED,Highly Satisfactory,SDTL-PT-22-130013,HS
17,13-0772-21-PFSS-R,13,ARHC DRUG TESTING CENTER,"RM. 204 JL BUILDING 109 A. MABINI ST. BRGY KAPASIGAN, PASIG CITY",PASIG CITY,8641-9308 / 0917-8239922,"FREDERICK R. LLANERA, MD",ghiepagkatotohan@yahoo.com,ghiepagkatotohan@yahoo.com,5004823,3,4,7,WITHOUT CONCERN,,PASSED,Acceptable,SDTL-PT-22-130014,A
17,13-0008-22-GIBS-R,13,ARMY GENERAL HOSPITAL,"M. CASTANEDA ST., FORT ANDRES BONIFACIO, TAGUIG CITY",TAGUIG CITY,09954182037/87082316/09209222722,SIERRA ROMA SALAZAR HERNANDEZ,agh.laboratory@yahoo.com,agh.laboratory@yahoo.com,5070294,1,5,6,WITHOUT CONCERN,,PASSED,Acceptable,SDTL-PT-22-130015,A
17,13-0697-22-PFSS-R,13,AS SCREEN DRUG TESTING CENTER,"#17 3RD AVENUE BAGONG LIPUNAN NG CRAME, QUEZON CITY",QUEZON CITY,09359349009/(02)70016975/09064062592,"FREDERICK SUBAAN LLANERA, MD",lesliejoycesantiago@gmail.com,lesliejoycesantiago@gmail.com,5071751,0,2,2,WITHOUT CONCERN,,PASSED,Excellent,SDTL-PT-22-130016,E
17,13-0010-22-PIBS-R,13,ASHREY INC.,"2/F THE ASSEMBLE GROUNDS MALL AT THE RISE MALUGAY STREET, MAKATI CITY",MAKATI CITY,09457867755/79437855/09178837269,FRANCIS G. MORIA,laboratory.ashrey@gmail.com,laboratory.ashrey@gmail.com,5068916,0,5,5,WITHOUT CONCERN,,PASSED,Highly Satisfactory,SDTL-PT-22-130017,HS
17,13-0005-21-PFSS-R,13,"ASIATIC MEDICAL LABORATORIES, INC.","ROOM 206 SE JO TONG BLDG. 808 ONGPIN STREET, STA. CRUZ, MANILA CITY",Manila,09178517152; 87333065; 87333060; 09175466009,"LAARNIE NUEVA CALE-SUBIA, MD",asiaticmed1970@gmail.com,asiaticmed1970@gmail.com,5017599,1,0,1,WITHOUT CONCERN,,PASSED,Excellent,SDTL-PT-22-130018,E
17,13-0017-19-PIBS-R,13,AVENTUS MEDICAL CARE INC-PASIG,"UNIT 16-20 G/F AIC GRANDE TOWER SAPPHIRE RD. ORTIGAS CENTER, PASIG CITY",Pasig City,9173098156,ARTURO LOPEZ JR MD. DPSP,laboratory.ortigas@aventusmedical.com.ph,laboratory.ortigas@aventusmedical.com.ph,5005328,0,3,3,WITHOUT CONCERN,,PASSED,Highly Satisfactory,SDTL-PT-22-130019,HS
17,13-1613-21 PFSS-1,13,AVENTUS MEDICAL CARE INC-PARANAQUE,"GROUND FL UNIT 9 ASEANA ONE BLDG, PARAÑAQUE CITY",Paranaque City,09272055331/8245-3603,OLGA M. BAUSA DPSP,laboratory.paranaque@aventusmedical.com.ph,laboratory.paranaque@aventusmedical.com.ph,5005320,2,5,7,WITHOUT CONCERN,,PASSED,Acceptable,SDTL-PT-22-130020,A
17,13-0434-21PFSS-R,13,AVENTUS MEDICAL CARE INC-AYALA NORTH EXCHANGE BRANCH,"UNIT 61 & 62 3RD FLOOR AYALA NORTH EXCHANGE, AYALA AVENUE. BRGY SAN LORENZO, 1ST DISTRICT, MAKATI CITY",Makati City,84251610,OLGA M. BAUSA,Laboratory.Ayala@aventusmedical.com.ph,Laboratory.Ayala@aventusmedical.com.ph,5005326,0,2,2,WITHOUT CONCERN,,PASSED,Excellent,SDTL-PT-22-130021,E
17,13-0436-21-PIBS-R,13,AVENTUS MEDICAL CARE INC-MANILA BRANCH,"5TH FLOOR TIMES PLAZA, UNITED NATION CORNER TAFT ERMITA, MANILA CITY",Manila,9061957322,"ARTURO C. LOPEZ, MD",Laboratory.Manila@aventusmedical.com.ph,Laboratory.Manila@aventusmedical.com.ph,5005324,1,5,6,WITHOUT CONCERN,,PASSED,Acceptable,SDTL-PT-22-130022,A
17,13-0441-21-PIBS-R,13,AVENTUS MEDICAL CARE INC. - BGC,GROUND FLOOR UNIT 1 AND BASEMENT UNIT 2 CITIBANK PLAZA 34TH ST. CORNER LANE D BGC TAGUIG CITY,TAGUIG,8-646-4147,OLGA M. BAUSA,Laboratory.BGC@aventusmedical.com.ph,Laboratory.BGC@aventusmedical.com.ph,5005319,1,5,6,WITHOUT CONCERN,,PASSED,Acceptable,SDTL-PT-22-130023,A
17,13-1572-21-PIBS-I,13,AVENTUS MEDICAL CARE INC. -MANDALUYONG,"LOWER 2ND FLOOR ALS-001, ST. FRANCIS SQUARE BLDG. DOÑA JULIA VARGAS, ORTIGAS CENTER, BRGY. WACK-WACK",Mandaluyong City,854-26578 / 09178318557,OLGA M. BAUSA DPSP,laboratory.mandaluyong@aventusmedical.com.ph,laboratory.mandaluyong@aventusmedical.com.ph,5005327,1,5,6,WITHOUT CONCERN,,PASSED,Acceptable,SDTL-PT-22-130024,A
17,13-1740-21-PIBS-R,13,AVENTUS MEDICAL CARE INC.- EAST WOOD,"6F 2A CYBERZONE BLDG. EASTWOOD CITY CYBERPARK BAGUMBAYAN E. RODRIGUEZ AVE., QUEZON CITY",QUEZON TY,09167771523; 8775-6132,ARTURO LOPEZ JR MD. DPSP,laboratory.eastwood@aventusmedical.com.ph,laboratory.eastwood@aventusmedical.com.ph,50020955,0,5,5,WITHOUT CONCERN,,PASSED,Highly Satisfactory,SDTL-PT-22-130025,HS
17,13-0437-21-PIBS-R,13,AVENTUS MEDICAL CARE INC.-ALABANG,"2/F SYCAMORE ARCS1, ALABANG-ZAPOTE RD, BUENCAMINO STREET, MUNTINLUPA CITY",MUNTINLUPA CITY,85563596/09339721244,ARTURO LOPEZ JR,laboratory.alabang@aventusmedical.com.ph,laboratory.alabang@aventusmedical.com.ph,500531,3,1,4,WITHOUT CONCERN,,PASSED,Highly Satisfactory,SDTL-PT-22-130026,HS
17,13-0438-21-PIBS-R,13,"AVENTUS MEDICAL CARE, INC.","SCAPE BLDG., MACAPAGAL AVE COR PEARL DRIVE, CENTRAL BUSINESS PARK 1, SAN RAFAEL, BRGY. 76, PASAY CITY",PASAY CITY,(02)8400588/09178180987,"OLGA M. BAUSA, DPSP",Laboratory.Pasay@aventusmedical.com.ph,Laboratory.Pasay@aventusmedical.com.ph,5005325,0,5,5,WITHOUT CONCERN,,PASSED,Highly Satisfactory,SDTL-PT-22-130027,HS
17,13-1595-21-PIBS-I,13,"AVENTUS MEDICAL CARE, INC. - CUBAO","G/F UNIT 17 AND 18 MANHATTAN PARKVIEW TOWER ONE, GEN. ROMULO AVE., ARANETA CITY CUBAO, BARANGAY SOCORRO, QUEZON CITY",QUEZON CITY,(+632)8-245-0976,OLGA M. BAUSA,Laboratory.Cubao@aventusmedical.com.ph,Laboratory.Cubao@aventusmedical.com.ph,5005322,2,5,7,WITHOUT CONCERN,,PASSED,Acceptable,SDTL-PT-22-130028,A
17,13-0435-21-PIBS-R,13,"AVENTUS MEDICAL CARE, INC.-MAKATI","6F FILOMENA BLDG. 104 AMORSOLO ST. LEGASPI VILLAGE, MAKATI CITY",CITY OF MAKATI,9672073066,ARTURO LOPEZ JR MD. DPSP,Laboratory.Makati@aventusmedical.com.ph,Laboratory.Makati@aventusmedical.com.ph,5005323,2,5,7,WITHOUT CONCERN,,PASSED,Acceptable,SDTL-PT-22-130029,A
17,13-027-21-PIBS-R,13,BAIRAN-TRAMMEL DIAGNOSTIC CENTER,552 UNITED NATIONS AVENUE ERMITA MANILA,MANILA,9197983/ 09286820082,JEANNIE ANDRADE,btdiagnostic@gmail.com,btdiagnostic@gmail.com,500403,2,5,7,WITHOUT CONCERN,,PASSED,Acceptable,SDTL-PT-22-130030,A
17,13-0006-21-PFSS-R,13,BCC DIAGNOSTIC & MEDICAL SERVICES CORPORATION,"545 SHAW BLDV, BRGY. WACK-WACK, MANDALUYONG CITY",MANDALUYONG,8723-87-35/0917-581-18-17,TITO G. GARRIDO,dmsc@cat.bccgroup.com.ph,dmsc@cat.bccgroup.com.ph,5004317,1,1,2,WITHOUT CONCERN,,PASSED,Excellent,SDTL-PT-22-130031,E
17,13-1095-19-PFSS-R,13,BEST DIAGNOSTIC CORPORATION,"#94 MASIKAP EXTENSION, BRGY. CENTRAL, DILIMAN, QUEZON CITY",QUEZON CITY,09199918903/632-920-1023/632-927-6783,"QUIAOIT, SUSANA P.",qcbestdiagnostic@gmail.com,qcbestdiagnostic@gmail.com,505427,0,5,5,WITHOUT CONCERN,,PASSED,Highly Satisfactory,SDTL-PT-22-130032,HS
17,13-XXXX-XX-XXXX-X,13,BIOQUEST DIAGNOSTIC LABORATORY,NO. 3 3RD AVE BAGONG LIPUNAN NG CRAME QUEZON CITY,QUEZON CITY,09233756504/ 84775581/87235548,"FLORES, IKE MANUEL GUMABAO",beth_tabora@yahoo.com,beth_tabora@yahoo.com,5056689,0,5,5,WITHOUT CONCERN,,PASSED,Highly Satisfactory,SDTL-PT-22-130033,HS
17,13-0017-22-PFSS-R,13,BLESSED HEART DIAGNOSTICS AND MULTI- SPECIALTY CLINIC INC. ,"RM 304-305 FRC BLDG PEDRO GIL COR TAFT AVE, MALATE, MANILA",MANILA,09087897381/35101347,"PADILLA,GRACE",blessedheart_diagnostics@yahoo.com,blessedheart_diagnostics@yahoo.com,5050020,1,1,2,WITHOUT CONCERN,,PASSED,Excellent,SDTL-PT-22-130034,E
17,13-1575-22-PIBS-R,13,BLYSSA MEDICAL CLINIC AND DIAGNOSTIC CENTER,"UNIT 1A AND 1C CONCORDIA BLDG. RIZAL AVE. EXT. BRGY. TAÑONG, MALABON CITY",MALABON CITY,09169094795/83342702/09164476974,"DARIO DALISAY DEFENSOR, MD",blyssamedclinic@gmail.com,blyssamedclinic@gmail.com,5071584,0,5,5,WITHOUT CONCERN,,PASSED,Highly Satisfactory,SDTL-PT-22-130035,HS
17,13-0913-19-PIBS-R,13,BMCI DIAGNOSTIC CLINIC,UNIT 04091 LEVEL 4 WEST WING ROBINSONS GALLERIA EDSA CORNER ORTIGAS AVE BRGY UGONG NORTE QUEZON CITY,Quezon city,75067923 / 09175502339,TESORO VALERIE ANNE T. ,jobalmd@gmail.com,jobalmd@gmail.com,5005079,1,5,6,WITHOUT CONCERN,,PASSED,Acceptable,SDTL-PT-22-130036,A
17,13-0823-21-PIBS-R,13,BOROUGH MEDICAL CLINIC,"2F NORTH PARKING BUILDING, WELLNESS ZONE, BRGY. 76, MALL OF ASIA, PASAY CITY",PASAY CITY,9175535612,"MONINA C. MONTENEGRO, MD",boroughmedicallab@gmail.com,boroughmedicallab@gmail.com,5003425,0,2,2,WITHOUT CONCERN,,PASSED,Excellent,SDTL-PT-22-130037,E
17,13-1432-21-PFSS-R,13,BRAIN MASTER DIAGNOSTIC CENTER,#1754 SUJECO BLDG. BARANGAY IMMACULATE CONCEPCION CUBAO QUEZON CITY,Quezon city,86549284,LESTER ABELEDA,cerbitijudybenito@yahoo.com,cerbitijudybenito@yahoo.com,5003283,2,0,2,WITHOUT CONCERN,,PASSED,Excellent,SDTL-PT-22-130038,E
17,13-1379-21-PFSS-R,13,C FAMILYCARE LAGRO INC,"KM 22 QUIRINO HIGHWAY BRGY PASONG PUTIK, QUEZON CITY",QUEZON CITY,639225412738 / 09175608621/ 461-14-54,MARIA LUISA ROSPI P. CRUZ,cfamilycareclinic@yahoo.com,cfamilycareclinic@yahoo.com,5004755,0,4,4,WITHOUT CONCERN,,PASSED,Highly Satisfactory,SDTL-PT-22-130039,HS
17,13-0007-21-PIBS-R,13,"CAPITOL MEDICAL CENTER, INC.","2ND FLR. QUEZON AVE COR. SCOUT MAGBANUA, BRGY. PALIGSAHAN, QUEZON CITY",QUEZON CITY,8372-38-25 loc 1201-02 / 09150095139,"MARIA MYSTICA FLODALYN T. BAUTISTA, MD",laboratory@capitolmedical.com.ph,laboratory@capitolmedical.com.ph,5005461,1,4,5,WITHOUT CONCERN,,PASSED,Highly Satisfactory,SDTL-PT-22-130040,HS
17,13-0239-21-PIBS-R,13,CARDINAL SANTOS MEDICAL CENTER,"10 WILSON STREET, CARDINAL SANTOS MEDICAL CENTER-DEPT. OF LABORATORY AND PATHOLOGY, SAN JUAN CITY",San Juan City,(8) 727-0001 LOC. 4012 /09260356970,"IMELDA DEL ROSARIO, MD",ktan@csmc.ph,ktan@csmc.ph,5003535,0,4,4,WITHOUT CONCERN,,PASSED,Highly Satisfactory,SDTL-PT-22-130041,HS
17,13-0008-21-PIBS-R,13,"CAREPOINT MEDICAL, DIAGNOSTIC AND MEDICAL CLINIC","MAGCOOP BUILDING, 473 UNITED NATIONS AVENUE, BRGY. 666, ERMITA, MANILA",MANILA,8354-7022 LOC. 501,"DARIO D. DEFENSOR, MD",laboratory@carepoint.com.ph,laboratory@carepoint.com.ph,5003396,0,2,2,WITHOUT CONCERN,,PASSED,Excellent,SDTL-PT-22-130042,E
17,13-0401-21-PIBS-R,13,CASA MEDICA INCORPORATED,"0105 A SERVICE LANE LG/F SM SOUTHMALL, LAS PIÑAS CITY",LAS PIÑAS CITY,88067831/09165989800,"RODOLFO E. JOSON, MD",thelma.purca@yahoo.com,thelma.purca@yahoo.com,5003228,0,1,1,WITHOUT CONCERN,,PASSED,Excellent,SDTL-PT-22-130043,E
17,13-0574-21-PIBS-R,13,CBZ MEDICAL CLINIC,1507 NFWC BLDG. COR SAN MARCELINO ST. ESCODA ST. ERMITA MANILA,Manila,8 5269133/ 8 5219133,"EDNA MAY L. GO, MD",cbz_med@yahoo.com,cbz_med@yahoo.com,5004774,1,5,6,WITHOUT CONCERN,,PASSED,Acceptable,SDTL-PT-22-130044,A
17,13-0773-21-PIBS-R,13,CCM CLINICAL LABORATORY AND DIAGNOSTIC CENTER,"487 GREGORIO COMPD., ALMANZA UNO, ALABANG-ZAPOTE ROAD, LAS PIÑAS CITY",LAS PINAS CITY,02-70019767 ;   0915-2846163,"HERBERT G. PASCUAL, MD, FPSP",ccm_lab@yahoo.com,ccm_lab@yahoo.com,5004743,1,2,3,WITHOUT CONCERN,,PASSED,Highly Satisfactory,SDTL-PT-22-130045,HS
17,13-0028-22-PFSS-R,13,CENTER FOR HEALTH SERVICES INC.,"19TH FLR THE JMT CORPORATE CONDOMINIUM 27 ADB AVE, ORTIGAS CENTER PASIG CITY",PASIG CITY,637056263,"TAN,GLORIA LIM",info@chsiphil.com,info@chsiphil.com,5061208,1,4,5,WITHOUT CONCERN,,PASSED,Highly Satisfactory,SDTL-PT-22-130046,HS
17,13-0029-22-PIBS-R ,13,"CENTERPORT MEDICAL SERVICES, INC ","4TH FLOOR 429 VICTORIA BLDG. U.N ERMITA, MANILA CITY",MANILA,9088925233,"MICHELE H. DIWA, MD ",jerempascua81@yahoo.com,jerempascua81@yahoo.com,5081892,1,0,1,WITHOUT CONCERN,,PASSED,Excellent,SDTL-PT-22-130047,E
17,13-0825-21-PIBS-R,13,CENTRAL MEDICAL DRUG TESTING CENTER,"# 485 DEL MUNDO BLDG. QUIRINO HI-WAY TALIPAPA, QUEZON CITY","NOVALICHES, QUEZON CITY",282311432,"AMELIA C. FIBRA, MD",centralmednova1988@yahoo.com,centralmednova1988@yahoo.com,5003783,0,4,4,WITHOUT CONCERN,,PASSED,Highly Satisfactory,SDTL-PT-22-130048,HS
17,13-0291-21-PIBS-R,13,"CENTRALLE MEDICAL DIAGNOSTICS & POLYCLINIC, INC - PASAY","4/F WELLCOME PLAZA MALL, TAFT AVE. COR. LIBERTAD ST., PASAY CITY",PASAY CITY,8877-0436,"IRENE O. CHING, MD",pasaycmdp@yahoo.com,pasaycmdp@yahoo.com,5021135,0,5,5,WITHOUT CONCERN,,PASSED,Highly Satisfactory,SDTL-PT-22-130049,HS
17,13-0290-21-PIBS-R,13,"CENTRALLE MEDICAL DIAGNOSTICS & POLYCLINIC, INC - VALENZUELA","119 PASO DE BLAS, BARANGAY PASO DE BLAS, VALENZUELA CITY",VALENZUELA CITY,8236-0865,"IRENE O. CHING, MD",valenzuelacmdp@yahoo.com,valenzuelacmdp@yahoo.com,50121136,0,5,5,WITHOUT CONCERN,,PASSED,Highly Satisfactory,SDTL-PT-22-130050,HS
17,13-0292-21-PFSS-R,13,"CENTRALLE MEDICAL DIAGNOSTICS AND POLYCLINIC, INC.","2/F 1ST AMIJI MANSION, 6TH AVE COR MH DEL PILAR ST, CALOOCAN CITY",CALOOCAN CITY,8365-4951,"IRENE O. CHING, MD",lab@centrallemedical.com,lab@centrallemedical.com,5021137,0,5,5,WITHOUT CONCERN,,PASSED,Highly Satisfactory,SDTL-PT-22-130051,HS
17,13-0293-21-PIBS-R,13,CENTRO ESCOLAR UNIVERSITY CLINICAL LABORATORY,"#9 MENDIOLA ST.SAMPALOC, METRO MANILA",SAMPALOC,87421796,"FREDERICK R. LLANERA,MD",clinicallaboratory@ceu.edu.ph,clinicallaboratory@ceu.edu.ph,5012850,1,4,5,WITHOUT CONCERN,,PASSED,Highly Satisfactory,SDTL-PT-22-130052,HS
17,13-XXXX-XX-XXXX-X,13,CENTRO MEDICAL LABORATORY CLINIC,397 J.P RIZAL ST STO NINO MARIKINA CITY,MARIKINA,9189592286,"DE GUZMAN, MARK JOSEPH ",centromedental@gmail.com,centromedental@gmail.com,5060298,0,2,2,WITHOUT CONCERN,,PASSED,Excellent,SDTL-PT-22-130053,E
17,13-0162-22-PIBS-R,13,CET CARE MEDICAL AND DIAGNOSTIC CENTER,"#14T SAMSON ST, BF HOMES CALOOCAN CITY",CALOOCAN CITY,09564929915/0920-9739859,MARICEL R. RIBO,cetcareclinlab@gmail.com,cetcareclinlab@gmail.com,5070825,1,5,6,WITHOUT CONCERN,,PASSED,Acceptable,SDTL-PT-22-130054,A
17,13-0037-22-PIBS-R,13,CHRISTIAN E. CANGCO MEDICAL CLINIC AND LABORATORY,"5TH FLOOR, JAYYAH BLDG 20B QUIRINO AVE., CORNER SAN PASCUAL STREET MALATE MANILA",MANILA,09177603890/79595656,"RONALD DE CADIZ CABUDOY, MD",cangcolab1@gmail.com,cangcolab1@gmail.com,5071779,1,5,6,WITHOUT CONCERN,,PASSED,Acceptable,SDTL-PT-22-130055,A
17,13-1233-21-PIBS-R,13,CHRISTIAN MEDICAL CLINIC INC.,"22B MADISON ST. NEW MANILA BRGY. MARIANA, QUEZON CITY",QUEZON CITY,7759-7116 / 7901-5090/ 09178239562,"MELANIE SIONZON, MD",christianmed.inc23@yahoo.com,christianmed.inc23@yahoo.com,5003243,3,3,6,WITHOUT CONCERN,,PASSED,Acceptable,SDTL-PT-22-130056,A
17,13-1347-22-PIBS-R ,13,CLEARBRIDGE MEDICAL PHILIPPINES INC ,"33 V.LUNA AVENUE BRGY PINYAHAN, QUEZON CITY",QUEZON CITY ,09207557228 / 82825227,"MISIONA, GRAIG DAGOHOY",clearbridgemedical.result@gmail.com,clearbridgemedical.result@gmail.com,5064881,3,5,8,WITHOUT CONCERN,,PASSED,Acceptable,SDTL-PT-22-130057,A
17,13-1035-21-PIBS-R,13,CLEMEN'S MEDICAL CLINIC,"1565 LEON GUINTO ST. BRGY. 675 MALATE, MANILA CITY",MANILA,8516-78-71 / 09328905305,"MARY ANN D. CABRERA, MF, FPSP",clemensmedicalclinic@yahoo.com,clemensmedicalclinic@yahoo.com,5003882,1,5,6,WITHOUT CONCERN,,PASSED,Acceptable,SDTL-PT-22-130058,A
17,13-1143-21-PIBS-R,13,CLINICA MANILA PASIG,"UNIT 18-159 SM CENTER PASIG FRONTERA VERDE BRGY. UGONG, PASIG CITY",PASIG CITY,09394508787/ 6967055-57 LOC 110,"LEILA T. SALERA, MD. FPSP",cmpasig.laboratory@yahoo.com,cmpasig.laboratory@yahoo.com,5004295,1,5,6,WITHOUT CONCERN,,PASSED,Acceptable,SDTL-PT-22-130059,A
17,13-0427-19-PIBS-R,13,"CLINICAL OCCUPATIONAL MEDICINE AND TREATMENT CENTER, INC.","3/F MA. DANIEL BLDG. 470 SAN ANDRES COR.MH DEL PILAR ST. MALATE, MANILA CITY",MANILA,09088939004/8521-54-99,"SOCORRO CRUZ YANEZ, MD, FPSP",clinico.admin@clinicomed.com,clinico.admin@clinicomed.com,5024229,3,1,4,WITHOUT CONCERN,,PASSED,Highly Satisfactory,SDTL-PT-22-130060,HS
17,13-0575-21-PIBS-R,13,"CLINILAB MEDICAL SERVICES, INC."," 2ND FLOOR ORCHID TOWER ORIENTAL GARDENS CHINO ROCES AVE, METRO MANILA, MAKATI CITY",MAKATI CITY,09178925920/7-729-8966,"ANAROSE C. ALVARADO, MD",clinilabmedical@yahoo.com,clinilabmedical@yahoo.com,5023315,1,0,1,WITHOUT CONCERN,,PASSED,Excellent,SDTL-PT-22-130061,E
17,13-056-21-PFSS-R,13,CLN DRUG SCREENING LABORATORY ,"1-C 2ND FLOOR 3RD AVE. COR. B. SERRANO BAGONG LIPUNAN NG CRAME, QUEZON CITY",QUEZON CITY,09272201844/ 85707803/09209201087,"LESTER ABELADA, MD",docles2002@hotmail.com,docles2002@hotmail.com,5006387,3,3,6,WITHOUT CONCERN,,PASSED,Acceptable,SDTL-PT-22-130062,A
