region_id,la,region,acc,name,address,contact,email,lab_email,hol,or,rate,perf,no,,perf_model
1,BACARRA,I,01-0002-2224-LW-2,SANDUGO MULTI-PURPOSE COOPERATIVE,"40 NATIONAL HI-WAY, BUYON, BACARRA, ILOCOS NORTE",09499043389 / 637076760691,lab@crystaldewddw.com,lab@crystaldewddw.com,ROLANDO A. DUQUEZ,5297016,2,ACCEPTABLE,WMTL-PT-24-01011,,A
2,TUGUEGARAO,II,02-005-2325-LW-1,CAGAYAN VALLEY CENTER FOR HEALTH DEVELOPMENT REGIONAL WATER LABORATORY,"MAHARLIKA HIGHWAY, CARIG NORTE, TUGUEGARAO CITY, CAGAYAN",9755457843,cvchdwaterlaboratory@gmail.com,cvchdwaterlaboratory@gmail.com,BRENDALYN A. GALLEBO,5389473,2,ACCEPTABLE,WMTL-PT-24-02012,,A
2,TUGUEGARAO,II,03-02-292-14-500-H3-1,CAGAYAN VALLEY MEDICAL CENTER WATER BACTERIOLOGY,"02 DLAAN NA PAGAYAYA, REGIONAL GOVT. CENTER, CARUG SUR, TUGUEGARAO CITY, CAGAYAN",09358832529 / (078) 302-0000-1017,cvmcbacteriology@gmail.com,cvmcbacteriology@gmail.com,SARAJANE U. BALISI,5406839,0,EXCELLENT,WMTL-PT-24-02013,,E
2,TUGUEGARAO,II,02-01-2325-LW-1,METROPOLITAN TUGUEGARAO WATER DISTRICT - WATER LABORATORY,"MAIN AVENUE, SAN GABRIEL, TUGUEGARAO CITY, CAGAYAN",09176308068 / (078) 844-1586,waterlab@mtwd.gov.ph,waterlab@mtwd.gov.ph,SARAJANE U. BALISI,5374778,2,ACCEPTABLE,WMTL-PT-24-02014,,A
2,BAYOMBONG,II,,NUEVA VIZCAYA PROVINCIAL PUBLIC HEALTH LABORATORY,"PIHO, CAPITOL COMPD., DISTRICT IV, B, BAYOMBONG, NUEVA VIZCAYA",09171197441 / 07 332 3000,pho.labnv@yahoo.com,pho.labnv@yahoo.com,NATHANAEL B. VIDAD,5409698,0,EXCELLENT,WMTL-PT-24-02015,,E
2,SANTIAGO,II,02-001-22-LW-1,SANTIAGO WATER DISTRICT WATER LABORATORY,SANWAD WATER TREATMENT PLANT - MABINI,09175547722 / (078) 3051131,sanwadwaterlab@yahoo.com,sanwadwaterlab@yahoo.com,DIWATA GRACE F. BAUSA,5398065,0,EXCELLENT,WMTL-PT-24-02016,,E
3,MALOLOS CITY,III,03-003-2224-LW-2,AMEER DIAGNOSTIC LABORATORY,"A. MABINI ST., MOJON, MALOLOS CITY, BULACAN",09255255504 / (044)798 6332,ameerdtk_lab@yahoo.com,ameerdtk_lab@yahoo.com,SUSANA P. QUIAOIT,5377445,0,EXCELLENT,WMTL-PT-24-03017,,E
3,ANGELES CITY,III,03-003-2325-LW-1,ANGELES CITY WATER DISTRICT LABORATORY,"ANGELES CITY WATER DISTRICT CENTRAL RESERVOIR COMPLEX FIRENDSHIP HI-WAY, BRGY. STO. DOMINGO, ANGELES CITY, PAMPANGA",09603841513 / 09496222220,acwdlab@gmail.com,acwdlab@gmail.com,OLIVER JOSE Q. PANLILIO,5304125,0,EXCELLENT,WMTL-PT-24-03018,,E
3,ANGELES CITY,III,03-0194-23-H3-2,ANGELES UNIVERSITY FOUNDATION MEDICAL CENTER,"MAC ARTHUR HI-WAY, ANGELES CITY, PAMPANGA",09088661127 / 045-625-2924 LOC. 2422 OR 2601,aufmc.laboratory6@gmail.com,aufmc.laboratory6@gmail.com,REMEDIOS O. ONG,5302033,0,EXCELLENT,WMTL-PT-24-03019,,E
3,CITY OF BALANGA,III,03-0020-24-H3-1,BATAAN GENERAL HOSPITAL AND MEDICAL CENTER,"MANAHAN ST., TENEJERO, CITY OF BALANGA, BATAAN",047-237-1275 LOC 6036,dpl.bghmc@gmail.com,dpl.bghmc@gmail.com,JEFFERSON B. MENDOZA,5412513,0,EXCELLENT,WMTL-PT-24-03020,,E
3,CABANATUAN CITY,III,03-003-221-LW-1,CABANATUAN CITY WATER DISTRICT WATER TESTING LABORATORY,"MAHARLIKA RD., DICARMA DISTRICT, CABANATUAN CITY, NUEVA ECIJA",09209788099 / (044) 463-1646 LOC. 505,ccdwaterlab@gmail.com,ccdwaterlab@gmail.com,SUSANA P. QUIAOIT,5293187,0,EXCELLENT,WMTL-PT-24-03021,,E
3,PAMPANGA ,III,03-001-21-LW-2,CLARK WATER CORPORATION,"DEPOT 1901 BICENTENNIAL HILL CLARK FREEPORT ZONE, ANGELES CITY, PAMPANGA",9997010020,rialyn.valencia@clarkwater.com,rialyn.valencia@clarkwater.com,AL-SHAIMAH A. ALONTO,5381650,0,EXCELLENT,WMTL-PT-24-03022,,E
3,CLARK FREEPORT ZONE,III,03-001-2325-LW-2,CRL ENVIRONMENTAL CORPORATION,"BLDG 2 BERTHAPHIL COMPOUND 1, BERTHAPHIL, INC., HOSE ABAD SANTOS AVE., CLARK FREEPORT ZONE, PAMPANGA",09175276352 / 045-599-3943,crl@crllabs.com,crl@crllabs.com,MARIA CARMELA Q. CAPULE,5300434,0,EXCELLENT,WMTL-PT-24-03023,,E
3,SAN FERNANDO,III,03-001-2224-LW-2,DIASERV LABORATORY WATER TESTING SERVICES,"PINMARA SQUARE BLDG., MAC ARTHUR HI-WAY, SINDALAN, SAN FERNANDO, PAMPANGA",09063643265 / (045) 455-4984,diaserv2000@gmail.com,diaserv2000@gmail.com,JOCELYN Q. GACASAN,5294395,1,HIGHLY SATISFACTORY,WMTL-PT-24-03024,,HS
3,PAMPANGA ,III,03-010-2325-LW-2,ECHEM ENVIRONMENTAL TESTING LABORATORY CORPORATION ,"BLK22 LOT6A GOLDEN SUN 999 INDUSTRIAL PARK, QUEZON ROAD, SAN PABLO LIBUTAD SAN SIMON PAMPANGA ",09171006320 / (045) 4352795,echemenvironmental@gmail.com,echemenvironmental@gmail.com,MAY ANN MEDRANO ESTAVILLO,5329710,0,EXCELLENT,WMTL-PT-24-03025,,E
3,SAN FERNANDO,III,03-006-2224-LW-2,EMINENT WATER LABORATORY CENTER (SAN FERNANDO PAMPANGA BRANCH),"BLK 1 LOT 4B BENITO ST., HOMESITE EXT. 2 SAN AGUSTIN, SAN FERNANDO, PAMPANGA",09228977869 / (045)-300-5956,jose_lim@eminentwater.com,jose_lim@eminentwater.com,SHERYL O. TESORIO,5372579,0,EXCELLENT,WMTL-PT-24-03026,,E
3,SAN FERNANDO,III,03-005-2224-LW-2,GLOBAL ELIXIR WATER LABORATORY CENTER / AQUA LAB CENTER,"#447 CO-KING BLDG., MC ARTHUR HI-WAY, SAN JOSE, SAN FERNANDO, PAMPANGA",09338673990 / (045) 624-2432,alcmayon@yahoo.com,alcmayon@yahoo.com,GABRIEL J. CRUZ,5297444,0,EXCELLENT,WMTL-PT-24-03027,,E
3,BULACAN,III,03-001-2123-LW-2,"LIPA QUALITY CONTROL CENTER, INC.","1650 ARCADIA BLDG., GOV. F. HALILI AVE., TURO, BOCAUE, BULACAN",09175125347 / 09175124657,resource.lqcci.north@gmail.com,resource.lqcci.north@gmail.com,CLARISSE V. VILLAROMAN,5391678,0,EXCELLENT,WMTL-PT-24-03028,,E
3,PAMPANGA ,III,03-001-2123-LW-2,OPHIR GENPRIME LABORATORIES CO. LTD.,"3RD FLOOR, GEN LUNA ST., PORAC, PAMPANGA",9171733934,ophir.genprime.lab@gmail.com,ophir.genprime.lab@gmail.com,GLENN MARK C. BORRES,5396304,2,ACCEPTABLE,WMTL-PT-24-03029,,A
3,BULACAN,III,03-003-2426-LW-2,PRECISIONE INTERNATIONAL RESEARCH AND DIAGNOSTIC LABORATORY INC.,"MARILAO-SAN JOSE ROAD, STA ROSA 1, MARILAO, BULACAN",9190028234,pird_qualitycontrol@precisionelab.com,pird_qualitycontrol@precisionelab.com,MARIECRIS DION JOSE,5388109,0,EXCELLENT,WMTL-PT-24-03030,,E
3,TARLAC CITY ,III,DOH050273,SCIENTIA TECH COMPANY ,"2ND FLOOR UNIT 2, JJJ BLDG SITIO PAG ASA, SAN RAFAEL TARLAC CITY, TARLAC ",09564383010 / 025842241,scientia.tech.co.@gmail.com,scientia.tech.co.@gmail.com,CHRISTIAN JAY BAUTISTA CAMBIADOR ,5364052,0,EXCELLENT,WMTL-PT-24-03031,,E
3,OLONGAPO,III,03-002-2224-LW-2,SUBIC WATER FREEPORT WATER LABORATORY,"BLDG 1055, BINICTICAN, SUBIC BAY FREEPORT ZONE",9171499183,julie.sapit@subicwater.com.ph,julie.sapit@subicwater.com.ph,JULIE MARIE M. SAPIT-GUEVARRA,5394627,0,EXCELLENT,WMTL-PT-24-03032,,E
3,TARLAC CITY ,III,216,TARLAC PROVINCIAL HOSPITAL,"HOSPITAL DRIVE, BRGY. SAN VICENTE, TARLAC CITY, TARLAC",9088907879,laboratorytph@yahoo.com,laboratorytph@yahoo.com,MICHELLE T. MIRANDA,5418689,0,EXCELLENT,WMTL-PT-24-03033,,E
4,TAYTAY,IV-A,4A-003-2325-LW-2,ACUAPHARMA INCORPORATED,"90 GONDOLA ST., SAN FFRANCISCO VILLAGE, GATE 2 BRGY. MUZON, TAYTAY, RIZAL",9171574511,acuapharma.inc@gmail.com,acuapharma.inc@gmail.com,SHARA MAE T. COLEGIO,5314289,2,ACCEPTABLE,WMTL-PT-24-4A034,,A
4,CALAMBA,IV-A,4A-0004-2325-LW-2 / 4A-01-2123-HDW-2,ALPHA LABORATORY CALAMBA PHILIPPINES CORPORATION,"LTO ROAD, REAL, CALAMBA, LAGUNA",09176329502 / (049) 545-9982,alphalabcalamba@gmail.com ,alphalabcalamba@gmail.com ,JAY-AR ROSANO,5297382,1,HIGHLY SATISFACTORY,WMTL-PT-24-4A035,,HS
4,IMUS,IV-A,4A-0006-2224-LW-2,AQUALAB ANALYTICAL SERVICES INC.,"BLK 39 LOT 1 GREEN ESTATE PHASE 3, MALAGASANG I-G, IMUS, CAVITE",09190874880 / (046) 686 - 3704,info@aqualabph.com,info@aqualabph.com,PAOLO ANTONIO E. CLEMENTE,5411305,0,EXCELLENT,WMTL-PT-24-4A036,,E
4,BATANGAS,IV-A,4A-005-2325-LW-1,BATANGAS CITY WATER DISTRICT LABORATORY (JOINT VENTURE WITH PRIMEWATER INFRASTRUCTURE CORP.),"KM4 NATIONAL HIGHWAY, ALANGILAN, BATANGAS",09985903497 / 043 723-4330,bcwd_lab@yahoo.com.ph,bcwd_lab@yahoo.com.ph,JENETH S. CATAPANG,5368509,0,EXCELLENT,WMTL-PT-24-4A037,,E
4,CALAMBA,IV-A,,CALAMBA WATER DISTRICT,"PUROK 4, BRGY.  BUCAL, CALAMBA CITY, LAGUNA",09178472301 / (049) 502-2188,paderesethel18@gmail.com,paderesethel18@gmail.com,ETHEL O. PADERES,5384653,0,EXCELLENT,WMTL-PT-24-4A038,,E
4,CARMONA CITY ,IV-A,4A-0006-2325-LW-1,CARMONA WATER LABORATORY ,SAN JOSE STREET BARANGAY 2 CARMONA CAVITE ,09267771006 / (046) 4435397,carmonawaterlab@gmail.com,carmonawaterlab@gmail.com,ROMIL MILLAN AGUIRRE ,5342917,1,HIGHLY SATISFACTORY,WMTL-PT-24-4A039,,HS
4,TRECE MARTIRES CITY,IV-A,4A-0004-2325-LW-1,CAVITE WATER & WASTEWATER TESTING LAB,"PROVINCIAL CAPITOL COMPOUND, BRGY. LUCIANO, TRECE MARTIRES CITY, CAVITE",09199507918 / (046) 514-2360,cwwtl@ro4a.dost.gov.ph,cwwtl@ro4a.dost.gov.ph,AGNES G. MORALES,5418064,0,EXCELLENT,WMTL-PT-24-4A040,,E
4,ROSARIO CITY,IV-A,,CEZ LABORATORY (OPERATED BY CRL CALABARQUEZ CORP),"ROAD B, PHASE IV-EXPANSION, CAVITE ECONOMIC ZONE, ROSARIO CITY, CAVITE",09175773960 / (046) 458 7215,cez;ab@crllabs.com,cez;ab@crllabs.com,MA. GWEN JANE P. LIMBACO,5413439,2,ACCEPTABLE,WMTL-PT-24-4A041,,A
4,SANTA ROSA CITY,IV-A,4A-0005-2224-LW-2,"COCA-COLA BEVERAGES PHILPPINES, INC. (CENTRAL LABORATORY SERVICES)","COCA-COLA BEVERAGES PHILIPPINES INC STA ROSA RGB PLANT, BRGY. PULONG SANTA CRUZ, SANTAA ROSA CITY, LAGUNA",09063632770 / (049) 541-3695,shiena.mina@coca-cola.com.ph,shiena.mina@coca-cola.com.ph,AMABELLE L. PEREA,5418068,1,HIGHLY SATISFACTORY,WMTL-PT-24-4A042,,HS
4,DASMARIÑAS,IV-A ,4A-0008-2325-LW-1,DASMARIÑAS WATER DISTRICT- WATER TESTING LABORATORY,"DASMARIÑAS WATER DISTRICT, CAMERINO AVENUE, BRGY. ZONE 1 ",9476409186,dasmawaterlab@eprimeonline.onmicrosoft.com,dasmawaterlab@eprimeonline.onmicrosoft.com,"MANUEL, IRA JOSHUA, SOLLEGUE",5399648,1,HIGHLY SATISFACTORY,WMTL-PT-24-4A043,,HS
4,BATANGAS,IV-A,DOH051265,FIEL LABORATORIES AND ENTERPRISE,"NEW DIVERSION ROAD, BANABA, SAN PASCUAL, BATANGAS",9174634927,bauanfiellaboratory@gmail.com,bauanfiellaboratory@gmail.com,MARIVIC P. ESMAS,5367334,0,EXCELLENT,WMTL-PT-24-4A044,,E
4,BIÑAN,IV-A,4A-0002-2123-LW-2,LAGUNA AAA WATER CORP. LABORATORY SERVICES SECTION,"8TH NORTH SCIENCE AVENUE, LTI, BIÑAN, LAGUNA",9177001454,nowel.ramos@lagunawater.ph,nowel.ramos@lagunawater.ph,ANNA KARLA S. GUTIERREZ,5383119,0,EXCELLENT,WMTL-PT-24-4A045,,E
4,SANTA CRUZ,IV-A,,LAGUNA PROVINCIAL HEALTH OFFICE WATER TESTING LABORATORY,"J. DE LEON, SANTA CRUZ, LAGUNA",09223092350 / (049) 501-1630,rabdtrinidad@gmail.com,rabdtrinidad@gmail.com,VIRGINIA L. FABROS,5400287,0,EXCELLENT,WMTL-PT-24-4A046,,E
4,Tayabas,IV-A,4A-0002-2224-LW-2,LEADSERV ANALYTICAL LABORATORY,"Lucena Diversion Road, Maharlika Hi-way",9190847109,lcadiente@yahoo.com,lcadiente@yahoo.com,LEONARDO S. CADIENTE,FOC,2,ACCEPTABLE,WMTL-PT-24-4A047,,A
4,LIPA CITY,IV-A,4A-0007-2325-LW-2,"LIPA QUALITY CONTROL CENTER, INC.","001 J.P. LAUREL NATIONAL HI-WAY, PUROK 4, BRGY. SICO, LIPA CITY, BATANGAS",09175745711 / (043) 702-8417,lqcc_aslmain@yahoo.com,lqcc_aslmain@yahoo.com,GERWIN M. ATIENZA,5296790,0,EXCELLENT,WMTL-PT-24-4A048,,E
4,LIPA CITY,IV-A,4A-0001-2426-LW-2,METRO LIPA WATER DISTRICT LABORATORY,"BRGY. BALINTAWAK, LIPA CITY, BATANGAS",09171370016 / (043) 740-0813,webmaster@metrolipawd.gov.ph,webmaster@metrolipawd.gov.ph,AIDA M. PLATON,5375480,1,HIGHLY SATISFACTORY,WMTL-PT-24-4A049,,HS
4,LIPA CITY,IV-A,4A-0004-2426-LW-2,"OPTIMAL LABORATORIES, INC.","PUROK I, BRGY. BALINTAWAK LIPA CITY BATANGAS ",09177098301 / (043) 7745037/ 2331149,documentcontrol@hotmail.com,documentcontrol@hotmail.com,JENNIFER RETANIA MARALIT ,5355636,0,EXCELLENT,WMTL-PT-24-4A050,,E
4,BIÑAN,IV-A,4A-0004-2123-LW-2,"OSTREA MINERAL LABORATORIES, INC.","BRGY ROAD BO. MAMPLASAN, BIÑAN, LAGUNA",02-8889-9058,customer.service@ostrealabs.com.ph,customer.service@ostrealabs.com.ph,MA. CRISTINA F. REFERENTE,53977898,0,EXCELLENT,WMTL-PT-24-4A051,,E
4,BATANGAS,IV-A,,PG-ENRO BATANGAS ENVIRONMENT LABORATORY,"BATANGAS, BATANGAS",09358364559 / (043) 786-1245,pgenrobel@gmail.com,pgenrobel@gmail.com,CHARYL LORRAINE H. ALORIA,5313340,2,ACCEPTABLE,WMTL-PT-24-4A052,,A
4,LOS BAÑOS CITY,IV-A,4A-0004-2224-LW-1,REGIONAL STANDARDS & TESTING LABORTORY DEPARTMENT OF SCIENCE & TECHNOLOGY IV-A,"JAMBOREE ROAD, TIMUGAN, LOS BAÑOS CITY, LAGUNA",09178652988 / (049) 5364390,rstl_dost4a@yahoo.com,rstl_dost4a@yahoo.com,JENNY S. BRONBURAC,5413435,0,EXCELLENT,WMTL-PT-24-4A053,,E
4,SAN PABLO CITY,IV-A,4A-012-2224-LW-2,SAN PABLO CITY WATER DISTRICT LABORATORY,"SPCWD COMPLEX, BRGY. SAN JOSE, SAN PABLO CITY, LAGUNA",09655738221 / (049) 502-8221,spcwdlaboratory@gmail.com,spcwdlaboratory@gmail.com,LEIGHANN CLAUDIA F. JONES,5421662,2,ACCEPTABLE,WMTL-PT-24-4A054,,A
4,STA. ROSA,IV-A,4A-015-2224-LW-2,SCIENTIA TECH COMPANY ,BLK 3 LOT 11 BRAIN TRAIN CENTER BRGY. DON JOSE STA .ROSA BUSINESS PARK STO.ROSA LAGUNA ,09564383010 / 025842241,scientia.tech.co.@gmail.com,scientia.tech.co.@gmail.com,CARL CHESTER FLOYD LUANSING GO,5364053,0,EXCELLENT,WMTL-PT-24-4A055,,E
4,CAINTA ,IV-A ,4A-050-2325-LW-2,SCIENTIA TECH COMPANY ,"KM 18 FELIX AVENUE, STO DOMINGO CAINTA RIZAL ",09564383010 / 025842241,scientia.tech.co.@gmail.com,scientia.tech.co.@gmail.com,CHRISTIAN JAY BAUTISTA CAMBIADOR ,5364054,0,EXCELLENT,WMTL-PT-24-4A056,,E
4,SAN PABLO CITY,IV-A,,SPC MICROTECH ANALYTICAL AND TESTING LABORATORY,"618 ALVAREZ ST., BRGY. SAN JOSE MALAMIG, SAN PABLO CITY, LAGUNA",09190834359 / 09272077865 / 049-5549892,archie.bello@spcmicrotech.com,archie.bello@spcmicrotech.com,ARCHIE MICHAEL J. BELLO,5316334,2,ACCEPTABLE,WMTL-PT-24-4A057,,A
4,BIÑAN,IV-A,4A-022-1820-LW-2,TECHNOPARK INDUSTRIAL LABORATORY INC.,"145 EAST MAIN AVE, LOOP ST, PHASE 6A, LAGUNA TECHNOPARK (INSIDE TRANSWORLD BUILDING), BIÑAN, LAGUNA",9188805324,inquiry.tili@gmail.com,inquiry.tili@gmail.com,RONA C. CANILAO,5389328,0,EXCELLENT,WMTL-PT-24-4A058,,E
4,STO. TOMAS,IV-A,4A-004-2325-LW-2,THE FIRST ANALYTICAL SERVICES AND TECHNICAL COOPERATIVE (F.A.S.T. LABORATORIES CALABARZON),"B1 L2 PHASE 1, PONTEVERDE DE STO. TOMAS, BRGY. SAN RAFAEL, STO TOMAS, BATANGAS",09175626337 / 09175234365 / (043)723-0424,microsupluzon.fastlaboratories@gmail.com,microsupluzon.fastlaboratories@gmail.com,DENNIS P. SIBONGGA,5371102,0,EXCELLENT,WMTL-PT-24-4A059,,E
4,MORONG,IV-A,4A-017-2224-LW-1,UNIVERSITY OF RIZAL SYSTEM FOOD ANALYTICAL AND RESEARCH SERVICES LABORATORY,"URS MORONG CAMPUS, J. SUMULONG ST., BRGY. SAN JUAN, MORONG, RIZAL",9061629989,foodtestlab@urs.edu.ph,foodtestlab@urs.edu.ph,RUDOLPH D. ABIBA,5414578,0,EXCELLENT,WMTL-PT-24-4A060,,E
5,PUERTO PRINCESA CITY,IV-B,4B-010-2123-LW-1,DOST MIMAROPA WATER TESTING LABORATORY,"GOVERNMENT CENTER, PUERTO PRINCESA CITY, PALAWAN",09178844332 / (048) 433-0489,rstl@mimaropa.dost.gov.ph,rstl@mimaropa.dost.gov.ph,NICOLLE MARIE J. TREYES,5233530,1,HIGHLY SATISFACTORY,WMTL-PT-24-4B061,,HS
5,CALAPAN CITY,IV-B,04B-376-18-30-H1-2,LUNA GOCO MEDICAL CENTER,"J.P RIZAL ST., CALAPAN CITY, ORIENTAL MINDORO",9190979152,lgmcpathology@gmail.com,lgmcpathology@gmail.com,MARIA LOURDES L. GOCO,5302827,0,EXCELLENT,WMTL-PT-24-4B062,,E
5,PUERTO PRINCESA CITY,IV-B,4B-023-2325-LW-1,PUERTO PRINCESA CITY WATER DISTRICT WATER TESTING LABORATORY,"SOUTH NATIONAL HIGHWAY, STA MONICA, PUERTO PRINCESA, PALAWAN",9171442006,lab@ppcwater.gov.ph,lab@ppcwater.gov.ph,MOHAMAD M. MANGOTARA,5398070,1,HIGHLY SATISFACTORY,WMTL-PT-24-4B063,,HS
6,LEGAZPI CITY ,V,05-007-2123-LW-1 / DOH 050273,BICOL SOUTH LUZON- SUB NATIONAL REFERENCE LABORATORY ,"DOH CHD V, COMPOUND BAGTANG ROAD LEGAZPI CITY ALBAY ",09478232722 / 742-5555 LOCAL NO.5571,bsl-snrl@bicol.doh.gov.ph,bsl-snrl@bicol.doh.gov.ph,RAYMUNDO BALA IBARRIENTOS,5341286,1,HIGHLY SATISFACTORY,WMTL-PT-24-05064,,HS
6,DAET,V,05-0001-2224-LW-1,CAMARINES NORTE WATER DISTRICT LABORATORY,"VINZONS AVENUE, LAG-ON, DAET, CAMARINES NORTE",09988423856 / (054) 8850-5553,cnwdlab@gmail.com,cnwdlab@gmail.com,RYAN J. RAMORES,5397546,0,EXCELLENT,WMTL-PT-24-05065,,E
6,LEGAZPI CITY ,V,,DOSTV-RSTL,"REGIONAL CENTER SITE, RAWIS. LEGAZPI CITY, ALBAY",,rstl@ro5.dost.gov.ph,rstl@ro5.dost.gov.ph,CRISTOPHER G. MILLENA,5402605,2,ACCEPTABLE,WMTL-PT-24-05066,,A
6,LEGAZPI CITY ,V,05-0001-2325-LW-2,H3G LABORATORY WATER TESTING SERVICES,"4 DKC BLDG., F. AQUENDE DRIVE, BRGY. 8 BAGUMBAYAN, LEGAZPI CITY, ALBAY",9993188041,h3gwatertesting@gmail.com,h3gwatertesting@gmail.com,HAEL LACHET L. GERMONES,5403276,2,ACCEPTABLE,WMTL-PT-24-05067,,A
6,NAGA CITY,V,05-003-2325-LW-1,METROPOLITAN NAGA WATER DISTRICT,"40 J. MIRANDA AVENUE, NAGA CITY, CAMARINES SUR",09153516800 / 472-1685 LOC 122,mnwaterdistrict@yahoo.com,mnwaterdistrict@yahoo.com,SUZETTE ANGEL C. BABAGAY,5379012,1,HIGHLY SATISFACTORY,WMTL-PT-24-05068,,HS
6,SORSOGON,V,05-05-030-14-100,SORSOGON PROVINCIAL HOSPITAL,"DIVERSION ROAD, MACABOG, SORSOGON, SORSOGON",9217731389,sphlab101@gnail.com,sphlab101@gnail.com,MADELINE D.L. RAÑOLA,5420318,0,EXCELLENT,WMTL-PT-24-05069,,E
7,ILOILO CITY ,VI,06-013-2224-LW-2,"ACA WATER ANALYSIS AND LABORATORY SERVICES, INC. -ILOILO ","120 AVANCEÑA ST. BRGY. SOUTH FOUNDIDOR, MOLO ILOILO CITY ",09702812577 / 79006583,acalab0918@gmail.com,acalab0918@gmail.com,MA. BEMERLY  JARDIOLIN-SIRA,59359933,0,EXCELLENT,WMTL-PT-24-06070,,E
7,KALIBO,VI,06-002-2224-LW-1,AKLAN FOOD AND WATER TESTING LABORATORY,"RIGHT WING, PROVINCIAL CAPITOL, ANNEX BUILDING, KALIBO, AKLAN",(036) 272-7000 LOC 6300,AKCNROLABORATORY@YAHOO.COM.PH,AKCNROLABORATORY@YAHOO.COM.PH,,,0,EXCELLENT,WMTL-PT-24-06071,,E
7,ILOILO ,VI,06-003-2325-LW-2,"ASTS ANALYTICAL SOLUTIONS  AND TECHNICAL SERVICES ILOILO, INC. ","JALANDANI ESTATE, LAPUZ ILOILO",09173058082 / (033) 5014269,astslabiloilo@yahoo.com,astslabiloilo@yahoo.com,GRACE J. BARON ,5338082,2,ACCEPTABLE,WMTL-PT-24-06072,,A
